#"Status","Id","Parent","LatinName","UsEnglish","Translation","Synonyms"
"T","107066","107028","Facies temporalis ossis temporalis","Temporal surface of temporal bone","Temporal surface of temporal bone",""
"T","107077","107028","Sulcus arteriae temporalis mediae","Groove for middle temporal artery","Groove for middle temporal artery",""
"T","107089","107028","Processus zygomaticus ossis temporalis","Zygomatic process of temporal bone","Zygomatic process of temporal bone",""
"T","107090","107089","Crista supramastoidea","Supramastoid crest","Supramastoid crest",""
"T","107106","107089","Foveola suprameatalis","Suprameatal fovea","Suprameatal fovea",""
"T","107111","107089","Spina suprameatalis","Suprameatal spine","Suprameatal spine",""
"T","107122","107028","Fossa mandibularis","Mandibular fossa","Mandibular fossa",""
"T","107133","107122","Facies articularis fossae mandibularis","Articular surface of mandibular fossa","Articular surface of mandibular fossa",""
"T","107140","107028","Tuberculum articulare","Articular tubercle","Articular tubercle",""
"T","107154","107140","Eminentia articularis","Articular eminence","Articular eminence",""
"T","107165","107028","Facies cerebralis partis squamosae ossis temporalis","Cerebral surface of squamous part of temporal bone","Cerebral surface of squamous part of temporal bone",""
"T","107179","106413","Fissura petrotympanica","Petrotympanic fissure","Petrotympanic fissure",""
"T","107187","106413","Fissura petrosquamosa","Petrosquamous fissure","Petrosquamous fissure",""
"T","107198","106413","Fissura tympanosquamosa","Tympanosquamous fissure","Tympanosquamous fissure","Squamotympanic fissure"
"T","107201","106413","Fissura tympanomastoidea","Tympanomastoid fissure","Tympanomastoid fissure",""
"T","107217","105030","Os ethmoideum","Ethmoid bone","Ethmoid bone","Ethmoid; Ethmoidal bone"
"T","107225","107217","Lamina cribrosa","Cribriform plate","Cribriform plate",""
"T","107230","107225","Foramina cribrosa","Cribriform foramina","Cribriform foramina",""
"T","107249","107217","Crista galli","Crista galli","Crista galli",""
"T","107258","107249","Ala cristae galli","Ala of crista galli","Ala of crista galli",""
"T","107263","107217","Lamina perpendicularis ossis ethmoidei","Perpendicular plate of ethmoid bone","Perpendicular plate of ethmoid bone",""
"T","107274","107217","Labyrinthus ethmoideus","Ethmoidal labyrinth","Ethmoidal labyrinth",""
"T","107282","107274","Cellulae ossis ethmoidei","Cells of ethmoid bone","Cells of ethmoid bone","Bony ethmoidal cells"
"T","107296","107282","Cellulae anteriores ossis ethmoidei","Anterior cells of ethmoid bone","Anterior cells of ethmoid bone","Bony anterior ethmoidal cells"
"T","107309","107282","Cellulae mediae ossis ethmoidei","Middle cells of ethmoid bone","Middle cells of ethmoid bone","Bony middle ethmoidal cells"
"T","107314","107282","Cellulae posteriores ossis ethmoidei","Posterior cells of ethmoid bone","Posterior cells of ethmoid bone","Bony posterior ethmoidal cells"
"T","107323","107274","Lamina orbitalis labyrinthi ethmoidei","Orbital plate of ethmoidal labyrinth","Orbital plate of ethmoidal labyrinth",""
"T","107338","107274","Concha nasalis suprema","Bony supreme nasal concha","Bony supreme nasal concha",""
"T","107346","107274","Concha nasalis superior","Bony superior nasal concha","Bony superior nasal concha","Superior nasal turbinate"
"T","107351","107274","Concha nasalis media","Bony middle nasal concha","Bony middle nasal concha","Middle nasal turbinate"
"T","107367","107274","Bulla ethmoidea ossea","Bony ethmoidal bulla","Bony ethmoidal bulla",""
"T","107372","107274","Processus uncinatus ossis ethmoidei","Uncinate process of ethmoid bone","Uncinate process of ethmoid bone",""
"T","107380","107274","Infundibulum ethmoideum osseum","Bony ethmoidal infundibulum","Bony ethmoidal infundibulum",""
"T","107395","107274","Hiatus semilunaris osseus","Bony semilunar hiatus","Bony semilunar hiatus",""
"T","107405","105030","Concha nasalis inferior","Inferior nasal concha bone","Inferior nasal concha bone","Inferior nasal turbinate"
"T","107418","107405","Processus lacrimalis","Lacrimal process","Lacrimal process",""
"T","107426","107405","Processus maxillaris conchae nasalis inferioris","Maxillary process of inferior nasal concha","Maxillary process of inferior nasal concha",""
"T","107439","107405","Processus ethmoideus","Ethmoidal process","Ethmoidal process",""
"T","107447","105030","Os lacrimale","Lacrimal bone","Lacrimal bone",""
"T","107452","107447","Crista lacrimalis posterior","Posterior lacrimal crest","Posterior lacrimal crest",""
"T","107460","107447","Sulcus lacrimalis ossis lacrimalis","Lacrimal groove of lacrimal bone","Lacrimal groove of lacrimal bone",""
"T","107471","107447","Hamulus lacrimalis","Lacrimal hamulus","Lacrimal hamulus",""
"T","107483","105030","Os nasale","Nasal bone","Nasal bone",""
"T","107494","107483","Sulcus ethmoideus","Ethmoidal groove","Ethmoidal groove",""
"T","107507","107483","Foramen nasalis","Nasal foramen","Nasal foramen",""
"T","107510","105030","Vomer","Vomer","Vomer",""
"T","107529","107510","Ala vomeris","Ala of vomer","Ala of vomer",""
"T","107532","107510","Sulcus vomeris","Vomerine groove","Vomerine groove",""
"T","107541","107510","Crista choanalis vomeris","Vomerine crest of choana","Vomerine crest of choana",""
"T","107555","107510","Pars cuneiformis vomeris","Cuneiform part of vomer","Cuneiform part of vomer",""
"T","107564","105030","Maxilla","Maxilla","Maxilla",""
"T","107578","107564","Corpus maxillae","Body of maxilla","Body of maxilla",""
"T","107586","107578","Facies orbitalis maxillae","Orbital surface of maxilla","Orbital surface of maxilla",""
"T","107593","107586","Canalis infraorbitalis","Infraorbital canal","Infra-orbital canal",""
"T","107608","107586","Sulcus infraorbitalis","Infraorbital groove","Infra-orbital groove",""
"T","107619","107578","Pars maxillaris marginis aditus","Maxillary part of orbital margin","Maxillary part of orbital margin",""
"T","107624","107578","Facies anterior maxillae","Anterior surface of maxilla","Anterior surface of maxilla",""
"T","107635","107624","Foramen infraorbitale","Infraorbital foramen","Infra-orbital foramen",""
"T","107643","107624","Fossa canina","Canine fossa","Canine fossa",""
"T","107656","107624","Incisura nasalis","Nasal notch","Nasal notch",""
"T","107662","107624","Spina nasalis anterior","Anterior nasal spine","Anterior nasal spine","Nasal spine of maxilla"
"T","107670","107578","Facies infratemporalis maxillae","Infratemporal surface of maxilla","Infratemporal surface of maxilla",""
"T","107681","107670","Foramina alveolaria","Alveolar foramina","Alveolar foramina",""
"T","107697","107681","Foramina alveolaria superiora posteriora","Posterior superior alveolar foramina","Posterior superior alveolar foramina",""
"T","107704","107681","Foramen alveolare superius medium","Middle superior alveolar foramen","Middle superior alveolar foramen",""
"T","107712","107681","Foramen alveolare superius anterius","Anterior superior alveolar foramen","Anterior superior alveolar foramen",""
"T","107720","107670","Canales alveolares","Alveolar canals","Alveolar canals",""
"T","107736","107670","Tuber maxillae","Maxillary tuberosity","Maxillary tuberosity",""
"T","107748","107578","Facies nasalis maxillae","Nasal surface of maxilla","Nasal surface of maxilla",""
"T","107757","107748","Sulcus lacrimalis maxillae","Lacrimal groove of maxilla","Lacrimal groove of maxilla",""
"T","107761","107757","Crista conchalis maxillae","Conchal crest of maxilla","Conchal crest of maxilla",""
"T","107773","107757","Margo lacrimalis maxillae","Lacrimal margin of maxilla","Lacrimal margin of maxilla",""
"T","107785","107757","Hiatus maxillae","Hiatus of maxilla","Hiatus of maxilla","Bony maxillary hiatus"
"T","107799","107578","Sulcus palatinus major maxillae","Greater palatine groove of maxilla","Greater palatine groove of maxilla",""
"T","107800","107578","Sinus maxillae","Sinus of maxilla","Sinus of maxilla","Bony maxillary sinus"
"T","107813","107564","Processus frontalis maxillae","Frontal process of maxilla","Frontal process of maxilla",""
"T","107821","107813","Crista lacrimalis anterior","Anterior lacrimal crest","Anterior lacrimal crest",""
"T","107837","107813","Incisura lacrimalis","Lacrimal notch","Lacrimal notch",""
"T","107845","107813","Crista ethmoidea maxillae","Ethmoidal crest of maxilla","Ethmoidal crest of maxilla",""
"T","107859","107564","Processus zygomaticus maxillae","Zygomatic process of maxilla","Zygomatic process of maxilla",""
"T","107868","107564","Processus palatinus","Palatine process","Palatine process",""
"T","107876","107868","Crista nasalis maxillae","Nasal crest of maxilla","Nasal crest of maxilla",""
"T","107884","107868","Canales incisivi","Incisive canals","Incisive canals",""
"T","107892","107868","Spinae palatinae","Palatine spines","Palatine spines",""
"T","107903","107868","Sulci palatini","Palatine grooves","Palatine grooves",""
"T","107916","107564","Processus alveolaris maxillae","Alveolar process","Alveolar process",""
"T","107927","107916","Arcus alveolaris maxillae","Alveolar arch of maxilla","Alveolar arch of maxilla",""
"T","107934","107916","Alveoli dentales maxillae","Dental alveoli of maxilla","Dental alveoli of maxilla",""
"T","107942","107916","Septa interalveolaria maxillae","Interalveolar septa of maxilla","Interalveolar septa of maxilla",""
"T","107950","107916","Septa interradicularia maxillae","Interradicular septa of maxilla","Interradicular septa of maxilla",""
"T","107969","107916","Juga alveolaria maxillae","Alveolar yokes of maxilla","Alveolar yokes of maxilla",""
"T","107975","107916","Foramina incisiva","Incisive foramina","Incisive foramina",""
"T","107988","105030","Os palatinum","Palatine bone","Palatine bone",""
"T","107991","107988","Lamina perpendicularis ossis palatini","Perpendicular plate of palatine bone","Perpendicular plate of palatine bone",""
"T","108003","107991","Facies nasalis laminae perpendicularis","Nasal surface of perpendicular plate","Nasal surface of perpendicular plate",""
"T","108016","107991","Facies maxillaris ossis palatini","Maxillary surface of palatine bone","Maxillary surface of palatine bone",""
"T","108027","107991","Incisura sphenopalatina","Sphenopalatine notch","Sphenopalatine notch",""
"T","108034","107991","Sulcus palatinus major ossis palatini","Greater palatine groove of palatine bone","Greater palatine groove of palatine bone",""
"T","108042","107991","Processus pyramidalis","Pyramidal process","Pyramidal process",""
"T","108050","107991","Canales palatini minores","Lesser palatine canals","Lesser palatine canals",""
"T","108069","107991","Crista conchalis ossis palatini","Conchal crest of palatine bone","Conchal crest of palatine bone",""
"T","108075","107991","Processus maxillaris ossis palatini","Maxillary process of palatine bone","Maxillary process of palatine bone",""
"T","108088","107991","Crista ethmoidea ossis palatini","Ethmoidal crest of palatine bone","Ethmoidal crest of palatine bone",""
"T","108091","107991","Processus orbitalis","Orbital process","Orbital process",""
"T","108109","107991","Processus sphenoideus","Sphenoidal process","Sphenoidal process",""
"T","108114","107988","Lamina horizontalis ossis palatini","Horizontal plate of palatine bone","Horizontal plate of palatine bone",""
"T","108123","108114","Facies nasalis laminae horizontalis","Nasal surface of horizontal plate","Nasal surface of horizontal plate",""
"T","108138","108114","Facies palatina ossis palatini","Palatine surface of palatine bone","Palatine surface of palatine bone",""
"T","108146","108114","Foramina palatini minora","Lesser palatine foramina","Lesser palatine foramina",""
"T","108151","108114","Spina nasalis posterior","Posterior nasal spine","Posterior nasal spine","Nasal spine of palatine bone"
"T","108167","108114","Crista nasalis ossis palatini","Nasal crest of palatine bone","Nasal crest of palatine bone",""
"T","108172","108114","Crista palatina","Palatine crest","Palatine crest",""
"T","108180","105030","Os zygomaticum","Zygomatic bone","Zygomatic bone","Zygoma; Malar bone"
"T","108195","108180","Os japonicum","Os japonicum","Os japonicum","Bipartite zygomatic bone"
"T","108205","108180","Facies lateralis ossis zygomatici","Lateral surface of zygomatic bone","Lateral surface of zygomatic bone",""
"T","108218","108180","Facies temporalis ossis zygomatici","Temporal surface of zygomatic bone","Temporal surface of zygomatic bone",""
"T","108226","108180","Facies orbitalis ossis zygomatici","Orbital surface of zygomatic bone","Orbital surface of zygomatic bone",""
"T","108239","108180","Processus temporalis ossis zygomatici","Temporal process of zygomatic bone","Temporal process of zygomatic bone",""
"T","108247","108180","Processus frontalis ossis zygomatici","Frontal process of zygomatic bone","Frontal process of zygomatic bone",""
"T","108252","108180","Tuberculum orbitale","Orbital tubercle","Orbital tubercle",""
"T","108260","108180","Tuberculum marginale","Marginal tubercle","Marginal tubercle",""
"T","108271","108180","Foramen zygomaticoorbitale","Zygomaticoorbital foramen","Zygomatico-orbital foramen",""
"T","108283","108180","Foramen zygomaticofaciale","Zygomaticofacial foramen","Zygomaticofacial foramen",""
"T","108294","108180","Foramen zygomaticotemporale","Zygomaticotemporal foramen","Zygomaticotemporal foramen",""
"T","108302","105030","Ossa accessoria cranii","Accessory bones of cranium","Accessory bones of cranium","Accessory bones of skull"
"T","108315","108302","Os suturale","Sutural bone","Sutural bone",""
"T","108328","108302","Os interparietale","Interparietal bone","Interparietal bone","Inca bone"
"T","108331","108302","Premaxilla","Premaxilla","Premaxilla","Incisive bone"
"T","108344","103524","Ossa extracranialia capitis","Extracranial bones of head","Extracranial bones of head","Other bones of head"
"T","108353","108344","Mandibula","Mandible","Mandible",""
"T","108366","108353","Corpus mandibulae","Body of mandible","Body of mandible",""
"T","108377","108366","Basis mandibulae","Base of mandible","Base of mandible",""
"T","108389","108377","Symphysis mandibulae","Mandibular symphysis","Mandibular symphysis","Mental symphysis"
"T","108390","108377","Gnathion","Gnathion","Gnathion",""
"T","108408","108377","Protuberantia mentalis","Mental protuberance","Mental protuberance",""
"T","108419","108377","Tuberculum mentale","Mental tubercle","Mental tubercle","Genial tubercle"
"T","108424","108419","Spina mentalis superior","Superior mental spine","Superior mental spine","Superior genial spine"
"T","108435","108419","Spina mentalis inferior","Inferior mental spine","Inferior mental spine","Inferior genial spine"
"T","108443","108419","Genion","Genion","Genion",""
"T","108456","108377","Foramen mentale","Mental foramen","Mental foramen",""
"T","108462","108377","Linea obliqua mandibulae","Oblique line of mandible","Oblique line of mandible",""
"T","108470","108377","Fossa digastrica","Digastric fossa","Digastric fossa",""
"T","108481","108377","Linea mylohyoidea","Mylohyoid line","Mylohyoid line",""
"T","108497","108377","Torus mandibularis","Mandibular torus","Mandibular torus",""
"T","108504","108377","Fovea sublingualis","Sublingual fossa","Sublingual fossa",""
"T","108512","108377","Fovea submandibularis","Submandibular fossa","Submandibular fossa",""
"T","108520","108366","Pars alveolaris mandibulae","Alveolar part of mandible","Alveolar part of mandible",""
"T","108536","108520","Arcus alveolaris mandibulae","Alveolar arch of mandible","Alveolar arch of mandible",""
"T","108548","108520","Alveoli dentales mandibulae","Dental alveoli of mandible","Dental alveoli of mandible",""
"T","108557","108520","Septa interalveolaria mandibulae","Interalveolar septa of mandible","Interalveolar septa of mandible",""
"T","108561","108520","Septa interradicularia mandibulae","Interradicular septa of mandible","Interradicular septa of mandible",""
"T","108573","108520","Juga alveolaria mandibulae","Alveolar yokes of mandible","Alveolar yokes of mandible",""
"T","108585","108520","Trigonum retromolare","Retromolar triangle","Retromolar triangle",""
"T","108599","108520","Fossa retromolaris","Retromolar fossa","Retromolar fossa",""
"T","108600","108353","Ramus mandibulae","Ramus of mandible","Ramus of mandible","Mandibular ramus"
"T","108613","108600","Angulus mandibulae","Angle of mandible","Angle of mandible","Mandibular angle"
"T","108621","108613","Gonion","Gonion","Gonion",""
"T","108637","108600","Tuberositas masseterica","Masseteric tuberosity","Masseteric tuberosity",""
"T","108645","108600","Tuberositas pterygoidea","Pterygoid tuberosity","Pterygoid tuberosity",""
"T","108659","108600","Foramen alveolare inferius","Inferior alveolar foramen","Inferior alveolar foramen","Mandibular foramen"
"T","108668","108659","Lingula mandibulae","Lingula","Lingula",""
"T","108676","108659","Canalis mandibulae","Mandibular canal","Mandibular canal","Inferior alveolar canal"
"T","108684","108600","Sulcus mylohyoideus","Mylohyoid groove","Mylohyoid groove",""
"T","108692","108600","Processus coronoideus mandibulae","Coronoid process of mandible","Coronoid process of mandible",""
"T","108707","108600","Crista temporalis","Temporal crest","Temporal crest",""
"T","108710","108600","Incisura mandibulae","Mandibular notch","Mandibular notch",""
"T","108729","108600","Processus condylaris","Condylar process","Condylar process",""
"T","108732","108729","Condylus mandibulae","Mandibular condyle","Mandibular condyle","Head of mandible"
"T","108741","108729","Collum mandibulae","Neck of mandible","Neck of mandible",""
"T","108755","108729","Fovea pterygoidea","Pterygoid fovea","Pterygoid fovea",""
"T","108764","108344","Os hyoideum","Hyoid bone","Hyoid bone",""
"T","108778","108764","Corpus ossis hyoidei","Body of hyoid bone","Body of hyoid bone",""
"T","108786","108764","Cornu minus ossis hyoidei","Lesser horn of hyoid bone","Lesser horn of hyoid bone","Lesser cornu of hyoid bone"
"T","108793","108764","Cornu majus ossis hyoidei","Greater horn of hyoid bone","Greater horn of hyoid bone","Greater cornu of hyoid bone"
"T","108801","103524","Ossicula auditus","Auditory ossicles","Auditory ossicles",""
"T","108817","108801","Malleus","Malleus","Malleus",""
"T","108825","108817","Manubrium mallei","Handle of malleus","Handle of malleus",""
"T","108830","108817","Caput mallei","Head of malleus","Head of malleus",""
"T","108849","108830","Facies articularis capitis mallei","Articular facet of head of malleus","Articular facet of head of malleus","Articular facet for body of incus"
"T","108858","108817","Collum mallei","Neck of malleus","Neck of malleus",""
"T","108863","108817","Processus lateralis mallei","Lateral process of malleus","Lateral process of malleus",""
"T","108874","108817","Processus anterior mallei","Anterior process of malleus","Anterior process of malleus",""
"T","108882","108801","Incus","Incus","Incus",""
"T","108896","108882","Corpus incudis","Body of incus","Body of incus",""
"T","108906","108896","Facies articularis mallearis","Articular facet for malleus","Articular facet for malleus","Articular facet of body of incus"
"T","108911","108882","Crus longum incudis","Long limb of incus","Long limb of incus","Long process of incus"
"T","108922","108911","Processus lenticularis incudis","Lenticular process of incus","Lenticular process of incus",""
"T","108933","108922","Facies articularis stapedialis","Articular facet for stapes","Articular facet for stapes","Articular facet of lenticular process"
"T","108940","108882","Crus breve incudis","Short limb of incus","Short limb of incus","Short process of incus"
"T","108954","108801","Stapes","Stapes","Stapes",""
"T","108965","108954","Caput stapedis","Head of stapes","Head of stapes",""
"T","108979","108965","Facies articularis capitis stapedis","Articular facet of head of stapes","Articular facet of head of stapes","Articular facet for incus"
"T","108987","108954","Crus anterius stapedis","Anterior limb of stapes","Anterior limb of stapes","Anterior crus of stapes"
"T","108998","108954","Crus posterius stapedis","Posterior limb of stapes","Posterior limb of stapes","Posterior crus of stapes"
"T","109007","108954","Basis stapedis","Base of stapes","Base of stapes","Footplate of stapes; Foot plate of stapes"
"T","109010","103524","Dentes","Teeth","Teeth",""
"T","109029","109010","Arcus dentalis maxillaris","Maxillary dental arch","Maxillary dental arch","Upper dental arch"
"T","109032","109010","Arcus dentalis mandibularis","Mandibular dental arch","Mandibular dental arch","Lower dental arch"
"T","109041","109010","Diastema","Diastema","Diastema",""
"T","109055","109010","Dentes anteriores","Anterior teeth","Anterior teeth",""
"T","109064","109055","Dens incisivus","Incisor tooth","Incisor tooth",""
"T","109078","109055","Dens caninus","Canine tooth","Canine tooth",""
"T","109086","109010","Dentes posteriores","Posterior teeth","Posterior teeth",""
"T","109093","109086","Dens premolaris","Premolar tooth","Premolar tooth",""
"T","109108","109086","Dens molaris","Molar tooth","Molar tooth",""
"T","109119","109108","Dens molaris tertius","Third molar tooth","Third molar tooth","Wisdom tooth"
"T","109124","109010","Dentes decidui","Deciduous teeth","Deciduous teeth",""
"T","109135","109010","Dentes permanentes","Permanent teeth","Permanent teeth",""
"T","109143","109010","Dens","Tooth","Tooth",""
"T","109156","109143","Corona dentis","Crown of tooth","Crown of tooth",""
"T","109162","109156","Facies occlusalis dentis","Occlusal surface of tooth","Occlusal surface of tooth",""
"T","109170","109156","Facies vestibularis dentis","Vestibular surface of tooth","Vestibular surface of tooth",""
"T","109181","109170","Facies labialis dentis","Labial surface of tooth","Labial surface of tooth",""
"T","109197","109170","Facies buccalis dentis","Buccal surface of tooth","Buccal surface of tooth",""
"T","109203","109156","Facies palatina dentis","Palatal surface of tooth","Palatal surface of tooth",""
"T","109216","109156","Facies lingualis dentis","Lingual surface of tooth","Lingual surface of tooth",""
"T","109227","109156","Facies approximalis dentis","Approximal surface of tooth","Approximal surface of tooth","Interproximal surface of tooth"
"T","109234","109227","Facies mesialis dentis","Mesial surface of tooth","Mesial surface of tooth",""
"T","109242","109227","Facies distalis dentis","Distal surface of tooth","Distal surface of tooth",""
"T","109250","109156","Cuspis dentis","Cusp of tooth","Cusp of tooth",""
"T","109269","109143","Cervix dentis","Neck of tooth","Neck of tooth","Cervical margin of tooth"
"T","109275","109143","Radix dentis","Root of tooth","Root of tooth",""
"T","109288","109275","Apex radicis dentis","Root apex","Root apex",""
"T","109291","109275","Radix accessoria dentis","Accessory root","Accessory root",""
"T","109300","109143","Cavitas pulparis","Pulp cavity","Pulp cavity",""
"T","109313","109300","Cavitas coronae","Pulp cavity of crown","Pulp cavity of crown",""
"T","109321","109300","Canalis radicis dentis","Root canal","Root canal","Pulp canal"
"T","109337","109321","Foramen apicis radicis dentis","Apical foramen","Apical foramen",""
"T","109345","109143","Pulpa dentis","Dental pulp","Dental pulp",""
"T","109359","109345","Pulpa coronalis","Crown pulp","Crown pulp",""
"T","109368","109345","Pulpa radicularis","Root pulp","Root pulp",""
"T","109376","109143","Dentinum","Dentin","Dentine",""
"T","109384","109143","Enamelum","Enamel","Enamel",""
"T","109392","103524","Cartilagines nasi","Nasal cartilages","Nasal cartilages",""
"T","109402","109392","Cartilago alaris major","Major alar cartilage","Major alar cartilage",""
"T","109415","109402","Crus mediale cartilaginis alaris majoris","Medial crus of major alar cartilage","Medial crus of major alar cartilage",""
"T","109428","109415","Pars mobilis septi nasi","Mobile part of nasal septum","Mobile part of nasal septum",""
"T","109431","109402","Crus laterale cartilaginis alaris majoris","Lateral crus of major alar cartilage","Lateral crus of major alar cartilage",""
"T","109444","109392","Cartilagines alares minores","Minor alar cartilages","Minor alar cartilages",""
"T","109453","109392","Cartilagines accessoriae nasi","Accessory nasal cartilages","Accessory nasal cartilages",""
"T","109466","109392","Cartilago septi nasi","Nasal septal cartilage","Nasal septal cartilage","Septal nasal cartilage"
"T","109477","109466","Processus lateralis cartilaginis septi nasi","Lateral process of nasal septal cartilage","Lateral process of nasal septal cartilage","Lateral process of septal nasal cartilage"
"T","109489","109466","Processus posterior cartilaginis septi nasi","Posterior process of nasal septal cartilage","Posterior process of nasal septal cartilage","Posterior process of septal nasal cartilage"
"T","109490","109392","Cartilago vomeronasalis","Vomeronasal cartilage","Vomeronasal cartilage",""
"T","109509","103524","Cartilagines auris","Cartilages of ear","Cartilages of ear",""
"T","109514","109509","Cartilago auriculae","Auricular cartilage","Auricular cartilage",""
"T","109523","109514","Spina helicis","Spine of helix","Spine of helix",""
"T","109538","109514","Cauda helicis","Tail of helix","Tail of helix",""
"T","109546","109514","Isthmus cartilaginis auricularis","Isthmus of auricular cartilage","Isthmus of auricular cartilage","Isthmus of cartilaginous auricle"
"T","109551","109514","Incisura terminalis auricularis","Terminal notch of auricle","Terminal notch of auricle",""
"T","109567","109514","Fissura antitragohelicina","Fissura antitragohelicina","Fissura antitragohelicina",""
"T","109572","109514","Sulcus cruris helicis","Groove of crus of helix","Groove of crus of helix",""
"T","109580","109509","Cartilago meatus acustici externi","Cartilage of external acoustic meatus","Cartilage of external acoustic meatus",""
"T","109595","109580","Incisura cartilaginis meatus acustici externi","Notch in cartilage of external acoustic meatus","Notch in cartilage of external acoustic meatus",""
"T","109601","109580","Lamina tragi","Tragal lamina","Tragal lamina",""
"T","109617","109509","Cartilago tubae auditivae","Cartilage of auditory tube","Cartilage of auditory tube","Cartilage of pharyngotympanic tube"
"T","109625","109617","Lamina medialis cartilaginis tubae auditivae","Medial lamina of cartilage of auditory tube","Medial lamina of cartilage of auditory tube",""
"T","109630","109617","Lamina lateralis cartilaginis tubae auditivae","Lateral lamina of cartilage of auditory tube","Lateral lamina of cartilage of auditory tube",""
"T","109649","103524","Cartilagines laryngis","Laryngeal cartilages","Laryngeal cartilages",""
"T","109658","109649","Cartilago epiglottica","Epiglottic cartilage","Epiglottic cartilage",""
"T","109663","109658","Petiolus epiglottidis","Stalk of epiglottis","Stalk of epiglottis",""
"T","109674","109649","Cartilago thyreoidea","Thyroid cartilage","Thyroid cartilage",""
"T","109682","109674","Prominentia laryngea","Laryngeal prominence","Laryngeal prominence",""
"T","109696","109674","Incisura thyreoidea superior","Superior thyroid notch","Superior thyroid notch",""
"T","109706","109674","Incisura thyreoidea inferior","Inferior thyroid notch","Inferior thyroid notch",""
"T","109711","109674","Lamina cartilaginis thryeoideae","Lamina of thyroid cartilage","Lamina of thyroid cartilage","Thyroid lamina"
"T","109722","109711","Tuberculum thyreoideum superius","Superior thyroid tubercle","Superior thyroid tubercle",""
"T","109733","109711","Tuberculum thyreoideum inferius","Inferior thyroid tubercle","Inferior thyroid tubercle",""
"T","109740","109711","Linea obliqua cartilaginis thyreoideae","Oblique line of thyroid cartilage","Oblique line of thyroid cartilage",""
"T","109754","109711","Cornu superius cartilaginis thyreoideae","Superior horn of thyroid cartilage","Superior horn of thyroid cartilage",""
"T","109765","109711","Cornu inferius cartilaginis thyreoideae","Inferior horn of thyroid cartilage","Inferior horn of thyroid cartilage",""
"T","109779","109711","Foramen thyreoideum","Thyroid foramen","Thyroid foramen",""
"T","109787","109649","Cartilago cricoidea","Cricoid cartilage","Cricoid cartilage",""
"T","109798","109787","Arcus cartilaginis cricoideae","Arch of cricoid cartilage","Arch of cricoid cartilage",""
"T","109804","109787","Lamina cartilaginis cricoideae","Lamina of cricoid cartilage","Lamina of cricoid cartilage",""
"T","109812","109804","Facies articularis artytenoidea","Arytenoid articular surface","Arytenoid articular surface",""
"T","109820","109804","Facies articularis thyreoidea","Thyroid articular surface","Thyroid articular surface",""
"T","109836","109649","Cartilago arytenoidea","Arytenoid cartilage","Arytenoid cartilage",""
"T","109848","109836","Basis cartilaginis arytenoideae","Base of arytenoid cartilage","Base of arytenoid cartilage",""
"T","109857","109848","Facies articularis cartilaginis arytenoideae","Articular surface of arytenoid cartilage","Articular surface of arytenoid cartilage",""
"T","109861","109848","Processus vocalis","Vocal process","Vocal process",""
"T","109873","109848","Processus muscularis","Muscular process","Muscular process",""
"T","109885","109836","Facies anterolateralis cartilaginis arytenoideae","Anterolateral surface of arytenoid cartilage","Anterolateral surface of arytenoid cartilage",""
"T","109899","109885","Crista arcuata","Arcuate crest","Arcuate crest",""
"T","109905","109885","Colliculus cartilaginis arytenoideae","Colliculus of arytenoid cartilage","Colliculus of arytenoid cartilage",""
"T","109918","109885","Fovea oblonga","Oblong fovea","Oblong fovea",""
"T","109926","109885","Fovea triangularis","Triangular fovea","Triangular fovea",""
"T","109939","109836","Facies medialis cartilaginis arytenoideae","Medial surface of arytenoid cartilage","Medial surface of arytenoid cartilage",""
"T","109947","109836","Facies posterior cartilaginis arytenoideae","Posterior surface of arytenoid cartilage","Posterior surface of arytenoid cartilage",""
"T","109952","109836","Apex cartilaginis arytenoideae","Apex of arytenoid cartilage","Apex of arytenoid cartilage",""
"T","109960","109649","Cartilagines minores laryngis","Minor laryngeal cartilages","Minor laryngeal cartilages",""
"T","109971","109960","Cartilago corniculata","Corniculate cartilage","Corniculate cartilage",""
"T","109983","109960","Cartilago cuneiformis","Cuneiform cartilage","Cuneiform cartilage",""
"T","109994","109960","Cartilago triticea","Triticeal cartilage","Triticeal cartilage",""
"T","110002","109960","Cartilago sesamoidea laryngis","Sesamoid cartilage of larynx","Sesamoid cartilage of larynx",""
"T","110015","103524","Columna vertebralis","Vertebral column","Vertebral column",""
"T","110028","110015","Curvaturae primariae","Primary curvatures","Primary curvatures",""
"T","110031","110028","Kyphosis thoracica","Thoracic kyphosis","Thoracic kyphosis",""
"T","110044","110028","Kyphosis sacralis","Sacral kyphosis","Sacral kyphosis",""
"T","110053","110015","Curvaturae secundariae","Secondary curvatures","Secondary curvatures",""
"T","110066","110053","Lordosis cervicalis","Cervical lordosis","Cervical lordosis",""
"T","110077","110053","Lordosis lumbalis","Lumbar lordosis","Lumbar lordosis",""
"T","110089","110015","Scoliosis","Scoliosis","Scoliosis",""
"T","110090","110015","Canalis vertebralis","Vertebral canal","Vertebral canal",""
"T","110106","103524","Ossa columnae vertebrae","Bones of vertebral column","Bones of vertebral column",""
"T","110111","110106","Vertebra","Vertebra","Vertebra",""
"T","110122","110111","Corpus vertebrae","Vertebral body","Vertebral body",""
"T","110133","110122","Facies intervertebralis","Intervertebral surface","Intervertebral surface",""
"T","110140","110122","Epiphysis anularis","Annular epiphysis","Annular epiphysis","Anular epiphysis"
