#"AnaTermId","ParentId","LatinTerm","EnglishTerm","TA1","TA2","Sex","Type"
"114595","114580","Facies superior ossis tali","Superior facet of talus","A02.5.10.012","1459","B",""
"114601","114572","Facies malleolaris lateralis","Lateral malleolar facet","A02.5.10.013","1460","B",""
"114617","114601","Processus lateralis ossis tali","Lateral process of talus","A02.5.10.014","1461","B",""
"114625","114572","Facies malleolaris medialis","Medial malleolar facet","A02.5.10.015","1462","B",""
"114630","114572","Processus posterior ossis tali","Posterior process of talus","A02.5.10.016","1463","B",""
"114649","114630","Sulcus tendinis flexoris longi hallucis ossis tali","Groove for tendon of flexor longus hallucis of talus","","1464","B",""
"114658","114630","Tuberculum laterale","Lateral tubercle","A02.5.10.018","1465","B",""
"114663","114630","Tuberculum mediale","Medial tubercle","A02.5.10.019","1466","B",""
"114674","114572","Facies articularis calcanea posterior","","A02.5.10.020","1467","B",""
"114682","114477","Calcaneus","Calcaneus","A02.5.11.001","1468","B","G"
"114696","114682","Tuber calcanei","Calcaneal tuberosity","A02.5.11.002","1469","B",""
"114706","114696","Processus medialis tuberis calcanei","Medial process of calcaneal tuberosity","A02.5.11.003","1470","B",""
"114711","114696","Processus lateralis tuberis calcanei","Lateral process of calcaneal tuberosity","A02.5.11.004","1471","B",""
"114722","114682","Tuberculum calcanei","Calcaneal tubercle","A02.5.11.005","1472","B",""
"114733","114682","Sustentaculum tali","Sustentaculum tali","A02.5.11.006","1473","B",""
"114740","114733","Sulcus tendinis flexoris longi hallucis calcanei","Groove for tendon of flexor longus hallucis of calcaneus","","1474","B",""
"114754","114682","Sulcus calcanei","Calcaneal sulcus","A02.5.11.008","1475","B",""
"114765","114682","Sinus tarsi","Tarsal sinus","A02.5.11.009","1476","B",""
"114779","114682","Facies articularis talaris anterior","Anterior talar articular surface","A02.5.11.010","1477","B",""
"114787","114682","Facies articularis talaris media","Middle talar articular surface","A02.5.11.011","1478","B",""
"114798","114682","Facies articularis talaris posterior","Posterior talar articular surface","A02.5.11.012","1479","B",""
"114804","114682","Sulcus tendinis musculi fibularis longi calcanei","Groove for tendon of fibularis longus muscle of calcaneus","","1480","B",""
"114812","114682","Trochlea fibularis","Fibular trochlea","A02.5.11.014","1481","B",""
"114820","114682","Facies articularis cuboidea","Articular surface for cuboid","A02.5.11.015","1482","B",""
"114836","114682","Processus anterior calcanei","Anterior process of calcaneus","","1483","B",""
"114848","114477","Os naviculare","Navicular bone","A02.5.12.001","1484","B","G"
"114857","114848","Tuberositas ossis navicularis","Tuberosity of navicular bone","A02.5.12.002","1485","B",""
"114861","114477","Os cuneiforme mediale","Medial cuneiform bone","A02.5.13.001","1486","B","G"
"114873","114477","Os cuneiforme intermedium","Intermediate cuneiform bone","A02.5.14.001","1487","B","G"
"114885","114477","Os cuneiforme laterale","Lateral cuneiform bone","A02.5.15.001","1488","B","G"
"114899","114477","Os cuboideum","Cuboid bone","A02.5.16.001","1489","B","G"
"114905","114899","Sulcus tendinis musculi fibularis longi ossis cuboidei","Groove for tendon of fibularis longus muscle of cuboid bone","","1490","B",""
"114918","114899","Tuberositas ossis cuboidei","Tuberosity of cuboid bone","A02.5.16.003","1491","B",""
"114926","114899","Processus calcaneus","Calcaneal process","A02.5.16.004","1492","B",""
"114939","114477","Ossa accessoria tarsi","Accessory tarsal bones","","1493","B","G"
"114947","114939","Os trigonum","Os trigonum","A02.5.10.021","1494","B",""
"114952","113592","Ossa metatarsi","Metatarsal bones","A02.5.17.001","1495","B","G"
"114960","114952","Os metatarsi","Metatarsal bone","","1496","B",""
"114971","114960","Basis ossis metatarsi","Base of metatarsal bone","A02.5.17.002","1497","B",""
"114983","114960","Corpus ossis metatarsi","Body of metatarsal bone","A02.5.17.003","1498","B",""
"114994","114960","Caput ossis metatarsi","Head of metatarsal bone","A02.5.17.004","1499","B",""
"115003","114952","Os primum metatarsi","First metatarsal bone","","1500","B",""
"115016","115003","Tuberositas ossis primi metatarsi","Tuberosity of first metatarsal bone","","1501","B",""
"115027","114952","Os quintum metatarsi","Fifth metatarsal bone","","1502","B",""
"115034","115027","Tuberositas ossis quinti metatarsi","Tuberosity of fifth metatarsal bone","","1503","B",""
"115042","113592","Phalanges pedis","Phalanges of foot","","1504","B","G"
"115050","115042","Phalanx pedis","Phalanx of foot","","1505","B",""
"115069","115050","Basis phalangis pedis","Base of phalanx of foot","A02.5.18.006","1506","B",""
"115075","115050","Corpus phalangis pedis","Body of phalanx of foot","A02.5.18.007","1507","B",""
"115088","115050","Caput phalangis pedis","Head of phalanx of foot","A02.5.18.008","1508","B",""
"115091","115088","Trochlea phalangis pedis","Trochlea of phalanx of foot","","1509","B",""
"115109","115042","Phalanx proximalis pedis","Proximal phalanx of foot","A02.5.18.002","1510","B",""
"115114","115042","Phalanx media pedis","Middle phalanx of foot","A02.5.18.003","1511","B",""
"115123","115042","Phalanx distalis pedis","Distal phalanx of foot","A02.5.18.004","1512","B",""
"115138","115123","Tuberositas phalangis distalis pedis","Tuberosity of distal phalanx of foot","A02.0.00.026","1513","B",""
"115146","113592","Ossa sesamoidea pedis","Sesamoid bones of foot","","1514","B","G"
"115151","103524","Juncturae","Joints","A03.0.00.000","1515","B","G"
"115167","115151","Junctura","Joint","A03.0.00.001","1516","B",""
"115172","115151","Juncturae fibrosae","Fibrous joints","","1517","B","G"
"115180","115172","Syndesmoses","Syndesmoses","","1518","B",""
"115195","115180","Ligamentum interosseum","Interosseous ligament","","1519","B",""
"115205","115180","Membrana interossea","Interosseous membrane","A03.0.00.007","1520","B",""
"115218","115180","Gomphosis","Gomphosis","A03.0.00.006","1521","B",""
"115226","115172","Suturae","Sutures","","1522","B",""
"115239","115226","Sutura plana","Plane suture","A03.0.00.009","1523","B",""
"115247","115226","Sutura limbosa","Limbous suture","A03.0.00.011","1524","B",""
"115252","115226","Sutura serrata","Serrate suture","A03.0.00.012","1525","B",""
"115260","115226","Sutura denticulata","Denticulate suture","A03.0.00.013","1526","B",""
"115271","115226","Schindylesis","Schindylesis","A03.0.00.014","1527","B",""
"115283","115151","Juncturae cartilagineae","Cartilaginous joints","","1528","B","G"
"115294","115283","Synchondroses","Synchondroses","","1529","B",""
"115302","115294","Cartilago epiphysialis","Epiphyseal cartilage","A03.0.00.018","1530","B",""
"115315","115283","Symphysis","Symphysis","A03.0.00.017","1531","B",""
"115328","115151","Junctura ossea","Synostosis","A03.0.00.019","1532","B","G"
"115331","115151","Junctura synovialis","Synovial joint","A03.0.00.020","1533","B","G"
"115344","115331","Cavitas articularis","Articular cavity","A03.0.00.022","1534","B",""
"115353","115344","Liquor synovialis","Synovial fluid","A03.0.00.031","1535","B",""
"115366","115331","Capsula articularis","Articular capsule","A03.0.00.026","1536","B",""
"115377","115366","Stratum fibrosum capsulae articularis","Fibrous layer of articular capsule","A03.0.00.027","1537","B",""
"115389","115366","Stratum synoviale capsulae articularis","Synovial membrane of articular capsule","","1538","B",""
"115390","115389","Plica synovialis","Synovial fold","","1539","B",""
"115408","115389","Villus synovialis","Synovial villus","","1540","B",""
"115419","115331","Fibrocartilago articularis","Articular fibrocartilage","","1541","B",""
"115424","115419","Labrum articulare","Articular labrum","A03.0.00.025","1542","B",""
"115435","115419","Discus articularis","Articular disc","A03.0.00.032","1543","B",""
"115443","115419","Meniscus articularis","Meniscus","A03.0.00.033","1544","B",""
"115456","115331","Ligamenta accessoria","Accessory ligaments","","1545","B",""
"115462","115456","Ligamentum intracapsulare","Intracapsular ligament","","1546","B",""
"115470","115456","Ligamentum capsulare","Capsular ligament","","1547","B",""
"115481","115456","Ligamentum extracapsulare","Extracapsular ligament","","1548","B",""
"115497","115331","Recessus articularis","Articular recess","A03.0.00.038","1549","B",""
"115504","115151","Synarthrosis","Synarthrosis","A03.0.00.003","1550","B","G"
"115512","115151","Amphiarthrosis","Amphiarthrosis","A03.0.00.052","1551","B","G"
"115520","115151","Diarthrosis","Diarthrosis","","1552","B","G"
"115536","115520","Articulatio simplex","Simple joint","A03.0.00.041","1553","B",""
"115548","115520","Articulatio composita","Complex joint","A03.0.00.042","1554","B",""
"115557","115520","Articulatio plana","Plane joint","A03.0.00.043","1555","B",""
"115561","115520","Articulationes cylindricae","Cylindrical joints","","1556","B",""
"115573","115561","Articulatio trochoidea","Pivot joint","A03.0.00.045","1557","B",""
"115585","115561","Ginglymus","Hinge joint","A03.0.00.046","1558","B",""
"115599","115520","Articulatio bicondylaris","Bicondylar joint","A03.0.00.047","1559","B",""
"115600","115520","Articulatio sellaris","Saddle joint","A03.0.00.048","1560","B",""
"115613","115520","Articulatio ellipsoidea","Ellipsoid joint","A03.0.00.049","1561","B",""
"115621","115520","Articulatio sphaeroidea","Ball and socket joint","A03.0.00.051","1562","B",""
"115637","103524","Juncturae cranii","Joints of skull","A03.1.00.001","1563","B","G"
"115645","115637","Juncturae fibrosae cranii","Cranial fibrous joints","A03.1.00.002","1564","B","G"
"115659","115637","Syndesmoses cranii","Cranial syndesmoses","A03.1.01.001","1565","B","G"
"115668","115659","Ligamentum pterygospinale","Pterygospinous ligament","A03.1.01.002","1566","B",""
"115676","115659","Ligamentum stylohyoideum","Stylohyoid ligament","A03.1.01.003","1567","B",""
"115684","115659","Ligamentum sphenomandibulare","Sphenomandibular ligament","A03.1.07.007","1568","B",""
"115692","115659","Ligamentum stylomandibulare","Stylomandibular ligament","A03.1.07.008","1569","B",""
"115707","115659","Ligamenta auricularia","Ligaments of auricle","A15.3.01.032","1570","B",""
"115710","115707","Ligamentum auriculare anterius","Anterior ligament of auricle","A15.3.01.033","1571","B",""
"115729","115707","Ligamentum auriculare superius","Superior ligament of auricle","A15.3.01.034","1572","B",""
"115732","115707","Ligamentum auriculare posterius","Posterior ligament of auricle","A15.3.01.035","1573","B",""
"115741","115637","Suturae cranii","Cranial sutures","A03.1.02.001","1574","B","G"
"115755","115741","Sutura coronalis","Coronal suture","A03.1.02.002","1575","B",""
"115764","115741","Sutura sagittalis","Sagittal suture","A03.1.02.003","1576","B",""
"115778","115741","Sutura lambdoidea","Lambdoid suture","A03.1.02.004","1577","B",""
"115786","115741","Sutura occipitomastoidea","Occipitomastoid suture","A03.1.02.005","1578","B",""
"115793","115741","Sutura occipitalis accessoria","Accessory occipital suture","","1579","B",""
"115801","115741","Sutura sphenofrontalis","Sphenofrontal suture","A03.1.02.006","1580","B",""
"115817","115741","Sutura sphenoethmoidea","Sphenoethmoidal suture","A03.1.02.007","1581","B",""
"115825","115741","Sutura sphenosquamosa","Sphenosquamous suture","A03.1.02.008","1582","B",""
"115830","115741","Sutura sphenoparietalis","Sphenoparietal suture","A03.1.02.009","1583","B",""
"115849","115741","Sutura squamosa","Squamous suture","A03.1.02.010","1584","B",""
"115858","115741","Sutura frontalis persistens","Frontal suture","A02.1.03.007","1585","B",""
"115863","115741","Sutura parietomastoidea","Parietomastoid suture","A03.1.02.011","1586","B",""
"115874","115741","Sutura squamomastoidea","Squamomastoid suture","A03.1.02.012","1587","B",""
"115882","115741","Sutura frontonasalis","Frontonasal suture","A03.1.02.013","1588","B",""
"115896","115741","Sutura frontoethmoidea","Frontoethmoidal suture","A03.1.02.014","1589","B",""
"115906","115741","Sutura frontomaxillaris","Frontomaxillary suture","A03.1.02.015","1590","B",""
"115911","115741","Sutura frontolacrimalis","Frontolacrimal suture","A03.1.02.016","1591","B",""
"115922","115741","Sutura frontozygomatica","Frontozygomatic suture","A03.1.02.017","1592","B",""
"115933","115741","Sutura zygomaticomaxillaris","Zygomaticomaxillary suture","A03.1.02.018","1593","B",""
"115940","115741","Sutura ethmoidomaxillaris","Ethmoidomaxillary suture","A03.1.02.019","1594","B",""
"115954","115741","Sutura ethmoidolacrimalis","Ethmoidolacrimal suture","A03.1.02.020","1595","B",""
"115965","115741","Sutura sphenovomeralis","Sphenovomerine suture","A03.1.02.021","1596","B",""
"115979","115741","Sutura sphenozygomatica","Sphenozygomatic suture","A03.1.02.022","1597","B",""
"115987","115741","Sutura sphenomaxillaris","Sphenomaxillary suture","A03.1.02.023","1598","B",""
"115998","115741","Sutura temporozygomatica","Temporozygomatic suture","A03.1.02.024","1599","B",""
"116006","115741","Sutura internasalis","Internasal suture","A03.1.02.025","1600","B",""
"116011","115741","Sutura nasomaxillaris","Nasomaxillary suture","A03.1.02.026","1601","B",""
"116022","115741","Sutura lacrimomaxillaris","Lacrimomaxillary suture","A03.1.02.027","1602","B",""
"116033","115741","Sutura lacrimoconchalis","Lacrimoconchal suture","A03.1.02.028","1603","B",""
"116040","115741","Sutura intermaxillaris","Intermaxillary suture","A03.1.02.029","1604","B",""
"116054","115741","Sutura incisiva","Incisive suture","A02.1.12.032","1605","B",""
"116065","115741","Sutura palatomaxillaris","Palatomaxillary suture","A03.1.02.030","1606","B",""
"116079","115741","Sutura palatoethmoidea","Palatoethmoidal suture","A03.1.02.031","1607","B",""
"116087","115741","Sutura palatina mediana","Median palatine suture","A03.1.02.032","1608","B",""
"116098","115741","Sutura palatina transversa","Transverse palatine suture","A03.1.02.033","1609","B",""
"116104","115637","Syndesmosis dentoalveolaris","Dentoalveolar syndesmosis","A03.1.03.001","1610","B","G"
"116112","116104","Ligamentum periodentale","Periodontal ligament","A03.1.03.006","1611","B",""
"116120","116104","Cementum","Cement","A03.1.03.007","1612","B",""
"116136","115637","Juncturae cartilagineae cranii","Cranial cartilaginous joints","A03.1.04.001","1613","B","G"
"116148","115637","Synchondroses cranii","Cranial synchondroses","A03.1.05.001","1614","B","G"
"116157","116148","Synchondrosis sphenooccipitalis","Sphenooccipital synchondrosis","A03.1.05.002","1615","B",""
"116161","116148","Synchondrosis sphenopetrosa","Sphenopetrosal synchondrosis","A03.1.05.003","1616","B",""
"116173","116148","Synchondrosis petrooccipitalis","Petrooccipital synchondrosis","A03.1.05.004","1617","B",""
"116185","116148","Synchondrosis intraoccipitalis posterior","Posterior intraoccipital synchondrosis","A03.1.05.006","1618","B",""
"116199","116148","Synchondrosis intraoccipitalis anterior","Anterior intraoccipital synchondrosis","A03.1.05.007","1619","B",""
"116200","116148","Synchondrosis sphenoethmoidea","Sphenoethmoidal synchondrosis","A03.1.05.008","1620","B",""
"116213","115637","Articulationes cranii","Cranial synovial joints","A03.1.06.001","1621","B","G"
"116221","115637","Articulatio temporomandibularis","Temporomandibular joint","A03.1.07.001","1622","B","G"
"116237","116221","Discus articulationis temporomandibularis","Articular disc of temporomandibular joint","A03.1.07.002","1623","B",""
"116245","116221","Ligamentum temporomandibulare laterale","Lateral temporomandibular ligament","A03.1.07.003","1624","B",""
"116259","116221","Ligamentum temporomandibulare mediale","Medial temporomandibular ligament","A03.1.07.004","1625","B",""
"116268","116221","Membrana synovialis superior articulationis temporomandibularis","Superior synovial membrane of temporomandibular joint","A03.1.07.005","1626","B",""
"116276","116221","Membrana synovialis inferior articulationis temporomandibularis","Inferior synovial membrane of temporomandibular joint","A03.1.07.006","1627","B",""
"116284","116221","Cavitas superior articulationis temporomandibularis","Superior cavity of temporomandibular joint","","1628","B",""
"116292","116221","Cavitas inferior articulationis temporomandibularis","Inferior cavity of temporomandibular joint","","1629","B",""
"116305","115637","Articulatio atlantooccipitalis","Atlantooccipital joint","A03.1.08.001","1630","B","G"
"116318","116305","Membrana atlantooccipitalis anterior","Anterior atlantooccipital membrane","A03.1.08.002","1631","B",""
"116326","116305","Ligamentum atlantooccipitale anterius","Anterior atlantooccipital ligament","A03.1.08.003","1632","B",""
"116339","116305","Membrana atlantooccipitalis posterior","Posterior atlantooccipital membrane","A03.1.08.004","1633","B",""
"116347","116305","Ligamentum atlantooccipitale laterale","Lateral atlantooccipital ligament","A03.1.08.005","1634","B",""
"116352","103524","Juncturae ossiculorum auditus","Joints of auditory ossicles","","1635","B","G"
"116360","116352","Juncturae fibrosae ossiculorum auditus","Fibrous joints of auditory ossicles","","1636","B","G"
"116371","116360","Syndesmosis tympanostapedialis","Tympanostapedial syndesmosis","A15.3.02.052","1637","B",""
"116383","116352","Ligamenta ossiculorum auditus","Ligaments of auditory ossicles","A15.3.02.053","1638","B","G"
"116394","116383","Ligamentum anterius mallei","Anterior ligament of malleus","A15.3.02.054","1639","B",""
"116409","116383","Ligamentum superius mallei","Superior ligament of malleus","A15.3.02.055","1640","B",""
"116414","116383","Ligamentum laterale mallei","Lateral ligament of malleus","A15.3.02.056","1641","B",""
"116423","116383","Ligamentum superius incudis","Superior ligament of incus","A15.3.02.057","1642","B",""
"116438","116383","Ligamentum posterius incudis","Posterior ligament of incus","A15.3.02.058","1643","B",""
"116446","116383","Membrana stapedialis","Stapedial membrane","A15.3.02.059","1644","B",""
"116451","116383","Ligamentum anulare stapedis","Annular ligament of stapes","A15.3.02.060","1645","B",""
"116467","116352","Articulationes ossiculorum auditus","Articulations of auditory ossicles","A15.3.02.049","1646","B","G"
"116472","116467","Articulatio incudomallearis","Incudomallear joint","A15.3.02.050","1647","B",""
"116480","116467","Articulatio incudostapedialis","Incudostapedial joint","A15.3.02.051","1648","B",""
"116495","103524","Juncturae laryngis","Laryngeal joints","","1649","B","G"
"116508","116495","Juncturae fibrosae laryngis","Fibrous joints of larynx","","1650","B","G"
"116519","116495","Membrana thyreohyoidea","Thyrohyoid membrane","A06.2.02.013","1651","B","G"
"116524","116519","Ligamentum thyreohyoideum medianum","Median thyrohyoid ligament","A06.2.02.014","1652","B",""
"116535","116519","Ligamentum thyreohyoideum laterale","Lateral thyrohyoid ligament","A06.2.02.017","1653","B",""
"116543","116495","Ligamenta epiglottidis","Ligaments of epiglottis","","1654","B","G"
"116556","116543","Ligamentum thyreoepiglotticum","Thyroepiglottic ligament","A06.2.07.005","1655","B",""
"116562","116543","Ligamentum hyoepiglotticum","Hyoepiglottic ligament","A06.2.07.006","1656","B",""
"116570","116495","Membrana fibroelastica laryngis","Fibroelastic membrane of larynx","A06.2.09.021","1657","B","G"
"116581","116570","Membrana quadrangularis","Quadrangular membrane","A06.2.09.022","1658","B",""
"116597","116581","Ligamentum vestibulare","Vestibular ligament","A06.2.09.023","1659","B",""
"116607","116570","Conus elasticus","Conus elasticus","A06.2.09.024","1660","B",""
"116610","116607","Ligamentum vocale","Vocal ligament","A06.2.09.025","1661","B",""
"116629","116495","Ligamentum cricothyreoideum medianum","Median cricothyroid ligament","A06.2.03.009","1662","B","G"
"116632","116495","Ligamentum cricotracheale","Cricotracheal ligament","A06.2.03.010","1663","B","G"
"116641","116495","Articulationes laryngis","Synovial joints of larynx","","1664","B","G"
"116655","116495","Articulatio cricothyreoidea","Cricothyroid joint","A06.2.03.006","1665","B","G"
"116664","116655","Ligamentum ceratocricoideum","Ceratocricoid ligament","A06.2.03.008","1666","B",""
"116678","116495","Articulatio cricoarytenoidea","Cricoarytenoid joint","A06.2.04.014","1667","B","G"
"116686","116678","Ligamentum cricoarytenoideum","Cricoarytenoid ligament","A06.2.04.016","1668","B",""
"116693","116678","Ligamentum cricopharyngeum","Cricopharyngeal ligament","A06.2.04.017","1669","B",""
"116701","103524","Juncturae columnae vertebralis","Joints of vertebral column","A03.2.00.001","1670","B","G"
"116717","116701","Juncturae fibrosae columnae vertebralis","Fibrous joints of vertebral column","","1671","B","G"
"116725","116717","Membrana atlantoaxialis anterior","Anterior atlantoaxial membrane","","1672","B",""
"116730","116717","Membrana atlantoaxialis posterior","Posterior atlantoaxial membrane","","1673","B",""
"116749","116717","Ligamenta interspinalia","Interspinous ligaments","A03.2.01.002","1674","B",""
"116758","116717","Ligamenta flava","Ligamenta flava","A03.2.01.003","1675","B",""
"116763","116717","Ligamenta intertransversaria","Intertransverse ligaments","A03.2.01.004","1676","B",""
"116774","116717","Ligamentum supraspinale","Supraspinous ligament","A03.2.01.005","1677","B",""
"116782","116717","Ligamentum nuchae","Nuchal ligament","A03.2.01.006","1678","B",""
"116796","116717","Ligamentum longitudinale anterius","Anterior longitudinal ligament","A03.2.01.007","1679","B",""
"116803","116717","Ligamentum longitudinale posterius","Posterior longitudinal ligament","A03.2.01.008","1680","B",""
"116816","116717","Ligamentum intercornuale","Intercornual ligament","","1681","B",""
"116827","116701","Juncturae cartilagineae columnae vertebralis","Cartilaginous joints of vertebral column","","1682","B","G"
"116834","116701","Symphysis intervertebralis","Intervertebral symphysis","A03.2.02.002","1683","B","G"
"116842","116834","Discus intervertebralis","Intervertebral disc","A03.2.02.003","1684","B",""
"116850","116842","Anulus fibrosus","Anulus fibrosus","A03.2.02.004","1685","B",""
"116869","116842","Nucleus pulposus","Nucleus pulposus","A03.2.02.005","1686","B",""
"116875","116701","Symphysis lumbosacralis","Lumbosacral symphysis","A03.2.07.001","1687","B","G"
"116888","116701","Junctura sacrococcygea","Sacrococcygeal joint","A03.2.08.001","1688","B","G"
"116891","116888","Ligamentum sacrococcygeum posterius superficiale","Superficial posterior sacrococcygeal ligament","A03.2.08.002","1689","B",""
"116902","116888","Ligamentum sacrococcygeum posterius profundum","Deep posterior sacrococcygeal ligament","A03.2.08.003","1690","B",""
"116915","116888","Ligamentum sacrococcygeum anterius","Anterior sacrococcygeal ligament","A03.2.08.004","1691","B",""
"116928","116888","Ligamentum sacrococcygeum laterale","Lateral sacrococcygeal ligament","A03.2.08.005","1692","B",""
"116931","116701","Articulationes columnae vertebralis","Synovial joints of vertebral column","A03.2.03.001","1693","B","G"
"116944","116701","Articulatio atlantoaxialis mediana","Median atlantoaxial joint","A03.2.04.001","1694","B","G"
"116953","116944","Ligamenta alaria","Alar ligaments","A03.2.04.002","1695","B",""
"116966","116944","Ligamentum occipitale transversum","Transverse occitpital ligament","","1696","B",""
"116977","116944","Ligamentum apicis dentis","Apical ligament of dens","A03.2.04.003","1697","B",""
"116989","116944","Ligamentum atlantodentale anterius","Anterior atlantodental ligament","","1698","B",""
"116990","116944","Ligamentum cruciforme","Cruciform ligament","A03.2.04.004","1699","B",""
"117000","116990","Fasciculi longitudinales ligamenti cruciformis","Longitudinal bands of cruciform ligament","A03.2.04.005","1700","B",""
"117013","117000","Fasciculus longitudinalis superior ligamenti cruciformis","Superior longitudinal band of cruciform ligament","","1701","B",""
"117021","117000","Fasciculus longitudinalis inferior ligamenti cruciformis","Inferior longitudinal band of cruciform ligament","","1702","B",""
"117037","116990","Ligamentum transversum atlantis","Transverse ligament of atlas","A03.2.04.006","1703","B",""
"117045","116944","Membrana tectoria columnae vertebralis cervicalis","Tectorial membrane of cervical vertebral column","A03.2.04.007","1704","B",""
"117059","116701","Articulatio atlantoaxialis lateralis","Lateral atlantoaxial joint","A03.2.05.001","1705","B","G"
"117068","116701","Articulationes uncovertebrales","Uncovertebral joints","","1706","B","G"
"117076","116701","Articulationes zygapophysiales","Zygapophyseal joints","A03.2.06.001","1707","B","G"
"117084","103524","Juncturae thoracis","Thoracic joints","A03.3.00.001","1708","B","G"
"117092","117084","Juncturae fibrosae thoracis","Fibrous joints of thorax","","1709","B","G"
"117101","117092","Membrana intercostalis externa","External intercostal membrane","A03.3.01.002","1710","B",""
"117117","117092","Membrana intercostalis interna","Internal intercostal membrane","A03.3.01.003","1711","B",""
"117125","117084","Juncturae cartilagineae thoracis","Cartilaginous joints of thorax","","1712","B","G"
"117130","117125","Synchondrosis sternochondralis costae primae","Sternochondral synchondrosis of first rib","","1713","B",""
"117149","117084","Juncturae costochondrales","Costochondral joints","A03.3.06.001","1714","B","G"
"117158","117084","Juncturae cartilagineae sterni","Cartilaginous joints of sternum","","1715","B","G"
"117163","117158","Synchondrosis xiphosternalis","Xiphisternal joint","A03.3.02.005","1716","B",""
"117174","117158","Symphysis manubriosternalis","Manubriosternal joint","A03.3.02.006","1717","B",""
"117182","117158","Synchondrosis manubriosternalis","Manubriosternal synchondrosis","A03.3.02.007","1718","B",""
"117196","117084","Articulationes thoracis","Synovial joints of thorax","A03.3.03.001","1719","B","G"
"117207","117084","Articulationes costovertebrales","Costovertebral joints","A03.3.04.001","1720","B","G"
"117210","117207","Articulatio capitis costae","Joint of head of rib","A03.3.04.002","1721","B",""
"117229","117210","Ligamentum radiatum capitis costae","Radiate ligament of head of rib","A03.3.04.003","1722","B",""
"117232","117210","Ligamentum intraarticulare capitis costae","Intraarticular ligament of head of rib","A03.3.04.004","1723","B",""
"117241","117207","Articulatio costotransversaria","Costotransverse joint","A03.3.04.005","1724","B",""
"117255","117241","Ligamentum costotransversarium","Costotransverse ligament","A03.3.04.006","1725","B",""
"117264","117241","Ligamentum costotransversarium superius","Superior costotransverse ligament","A03.3.04.007","1726","B",""
"117278","117241","Ligamentum costotransversarium laterale","Lateral costotransverse ligament","A03.3.04.008","1727","B",""
"117286","117241","Ligamentum lumbocostale","Lumbocostal ligament","A03.3.04.009","1728","B",""
"117293","117241","Foramen costotransversarium","Costotransverse foramen","A03.3.04.010","1729","B",""
"117308","117084","Articulationes sternochondrales","Sternochondral joints","A03.3.05.001","1730","B","G"
"117319","117308","Ligamentum sternochondrale intraarticulare","Intraarticular sternochondral ligament","A03.3.05.002","1731","B",""
"117324","117308","Ligamenta sternochondralia radiata","Radiate sternochondral ligaments","A03.3.05.003","1732","B",""
"117335","117308","Membrana sterni","Sternal membrane","A03.3.05.004","1733","B",""
"117343","117308","Ligamenta xiphochondralia","Xiphichondral ligaments","A03.3.05.005","1734","B",""
"117356","117084","Articulationes interchondrales","Interchondral joints","A03.3.07.001","1735","B","G"
"117362","117356","Ligamenta interchondralia","Interchondral ligaments","","1736","B",""
"117370","103524","Juncturae membri superioris","Joints of upper limb","A03.5.00.001","1737","B","G"
"117381","103524","Juncturae cinguli pectoralis","Joints of pectoral girdle","A03.5.00.002","1738","B","G"
"117397","117381","Juncturae fibrosae cinguli pectoralis","Fibrous joints of pectoral girdle","","1739","B","G"
"117403","117397","Ligamentum coracoacromiale","Coracoacromial ligament","A03.5.01.002","1740","B",""
"117416","117397","Ligamentum transversum superius scapulae","Superior transverse scapular ligament","A03.5.01.003","1741","B",""
"117427","117397","Ligamentum transversum inferius scapulae","Inferior transverse scapular ligament","A03.5.01.004","1742","B",""
"117434","117381","Articulationes cinguli pectoralis","Synovial joints of pectoral girdle","A03.5.02.001","1743","B","G"
"117442","117381","Articulatio acromioclavicularis","Acromioclavicular joint","A03.5.03.001","1744","B","G"
"117450","117442","Ligamentum acromioclaviculare","Acromioclavicular ligament","A03.5.03.002","1745","B",""
"117469","117442","Discus articulationis acromioclavicularis","Articular disc of acromioclavicular joint","A03.5.03.003","1746","B",""
"117475","117442","Ligamentum coracoclaviculare","Coracoclavicular ligament","A03.5.03.004","1747","B",""
"117488","117475","Ligamentum trapezoideum","Trapezoid ligament","A03.5.03.005","1748","B",""
"117491","117475","Ligamentum conoideum","Conoid ligament","A03.5.03.006","1749","B",""
"117502","117381","Articulatio sternoclavicularis","Sternoclavicular joint","A03.5.04.001","1750","B","G"
"117515","117502","Discus articulationis sternoclavicularis","Articular disc of sternoclavicular joint","A03.5.04.002","1751","B",""
"117528","117502","Cavitas medialis articulationis sternoclavicularis","Medial cavity of the sternoclavicular joint","","1752","B",""
"117531","117502","Cavitas lateralis articulationis sternoclavicularis","Lateral cavity of the sternoclavicular joint","","1753","B",""
"117544","117502","Ligamentum sternoclaviculare anterius","Anterior sternoclavicular ligament","A03.5.04.003","1754","B",""
"117553","117502","Ligamentum sternoclaviculare posterius","Posterior sternoclavicular ligament","A03.5.04.004","1755","B",""
"117566","117502","Ligamentum costoclaviculare","Costoclavicular ligament","A03.5.04.005","1756","B",""
"117577","117502","Ligamentum interclaviculare","Interclavicular ligament","A03.5.04.006","1757","B",""
"117589","103524","Juncturae partis liberae membri superioris","Joints of free upper limb","A03.5.05.001","1758","B","G"
"117590","117589","Juncturae fibrosae partis liberae membri superioris","Fibrous joints of free upper limb","","1759","B","G"
"117609","117589","Syndesmoses radioulnares","Radioulnar syndesmoses","","1760","B","G"
