#"AnaTermId","ParentId","LatinTerm","EnglishTerm","TA1","TA2","Sex","Type"
"234736","234555","tunica intima","tunica intima","A12.0.00.018","",""
"234748","234555","tunica media","tunica media","A12.0.00.019","",""
"234757","234555","valva","valve","A12.0.00.020","",""
"234761","234757","valvula","cusp","A12.0.00.021","",""
"234773","234757","cuspis","cusp","A12.0.00.022","",""
"234785","234555","valvula venosa","venous valve","A12.0.00.023","",""
"234799","234555","vas anastomoticum","anastomotic vessel","A12.0.00.024","",""
"234800","234555","vas capillare","capillary","A12.0.00.025","",""
"234813","234555","vas collaterale","collateral vessel","A12.0.00.026","",""
"234821","234555","vas sinusoideum","sinusoid","A12.0.00.027","",""
"234837","234555","vasa vasorum","vasa vasorum","A12.0.00.028","",""
"234845","234555","vasa nervorum","vessels of nerves","A12.0.00.029","",""
"234859","234555","vena","vein","A12.0.00.030","",""
"234868","234555","v. comitans","vena comitans","A12.0.00.031","",""
"234876","234555","v. cutanea","cutaneous vein","A12.0.00.032","",""
"234884","234555","v. emissaria","emissary vein","A12.0.00.033","",""
"234892","234555","v. nutricia","nutrient vein","A12.0.00.034","",""
"234903","234555","v. profunda","deep vein","A12.0.00.035","",""
"234916","234555","v. superficialis","superficial vein","A12.0.00.036","",""
"234927","234555","venula","venule","A12.0.00.037","",""
"234934","234555","vas lymphaticum","lymphatic vessel","A12.0.00.038","",""
"234942","234934","vas lymphaticum superficiale","superficial lymph vessel","A12.0.00.039","",""
"234950","234934","vas lymphaticum profundum","deep lymph vessel","A12.0.00.040","",""
"234969","234934","plexus lymphaticus","lymphatic plexus","A12.0.00.041","",""
"234975","234934","valvula lymphatica","lymphatic valvule","A12.0.00.042","",""
"234988","234555","lympha","lymph","A12.0.00.043","",""
"234991","234555","vas lymphocapillare","lymphatic capillary","A12.0.00.044","",""
"235009","234555","rete lymphocapillare","lymphatic rete","A12.0.00.045","",""
"235014","234555","cor","heart","A12.1.00.001","",""
"235023","235014","basis cordis","base of heart","A12.1.00.002","",""
"235038","235014","facies sternocostalis","anterior surface","A12.1.00.003","",""
"235046","235014","facies diaphragmatica","diaphragmatic surface","A12.1.00.004","",""
"235051","235014","facies pulmonalis dextra","right pulmonary surface","A12.1.00.005","",""
"235067","235014","margo dexter","right border","A12.1.00.006","",""
"235072","235014","apex cordis","apex of heart","A12.1.00.007","",""
"235080","235072","incisura apicis cordis","notch of cardiac apex","A12.1.00.008","",""
"235095","235014","sulcus interventricularis anterior","anterior interventricular sulcus","A12.1.00.009","",""
"235102","235014","sulcus interventricularis posterior","posterior interventricular sulcus","A12.1.00.010","",""
"235115","235014","sulcus coronarius","coronary sulcus","A12.1.00.011","",""
"235128","235014","ventriculus cordis","ventricle","A12.1.00.012","",""
"235131","235014","septum interventriculare","interventricular septum","A12.1.00.013","",""
"235144","235131","pars muscularis","muscular part","A12.1.00.014","",""
"235153","235131","pars membranacea","membranous part","A12.1.00.015","",""
"235166","235014","septum atrioventriculare","atrioventricular septum","A12.1.00.016","",""
"235177","235014","atrium cordis","atrium","A12.1.00.017","",""
"235189","235177","auricula atrii","auricle","A12.1.00.018","",""
"235190","235014","septum interatriale","interatrial septum","A12.1.00.019","",""
"235206","235014","trabeculae carneae","trabeculae carneae","A12.1.00.020","",""
"235211","235014","vortex cordis","vortex of heart","A12.1.00.021","",""
"235222","235014","mm. papillares","papillary muscles","A12.1.00.022","",""
"235233","235014","chordae tendineae","chordae tendineae","A12.1.00.023","",""
"235240","235014","chordae tendineae falsae","false chordae tendineae","A12.1.00.024","",""
"235254","235014","trigonum fibrosum dextrum","right fibrous trigone","A12.1.00.025","",""
"235265","235014","trigonum fibrosum sinistrum","left fibrous trigone","A12.1.00.026","",""
"235279","235014","anulus fibrosus dexter","right fibrous ring","A12.1.00.027","",""
"235287","235014","tendo infundibuli","tendon of infundibulum","A12.1.00.028","",""
"235298","235014","tendo valvulae venae cavae inferioris","tendon of valve of inferior vena cava","A12.1.00.029","",""
"235303","235014","trigonum nodi sinuatrialis","triangle of sinu-atrial node","A12.1.00.030","",""
"235316","235014","facies pulmonalis sinistra","facies pulmonalis sinistra","A12.1.00.031","",""
"235327","235014","anulus fibrosus sinister","left fibrous ring","A12.1.00.032","",""
"235334","235014","atrium dextrum","right atrium","A12.1.01.001","",""
"235342","235334","auricula dextra","right auricle","A12.1.01.002","",""
"235350","235334","crista terminalis","crista terminalis","A12.1.01.003","",""
"235369","235334","foramina venarum minimarum","openings of smallest cardiac veins","A12.1.01.004","",""
"235375","235334","fossa ovalis","fossa ovalis","A12.1.01.005","",""
"235388","235334","limbus fossae ovalis","limbus fossae ovalis","A12.1.01.006","",""
"235391","235334","foramen ovale cordis","foramen ovale","A12.1.01.007","",""
"235401","235334","mm. pectinati","musculi pectinati","A12.1.01.008","",""
"235417","235334","ostium sinus coronarii","opening of coronary sinus","A12.1.01.009","",""
"235425","235334","ostium venae cavae inferioris","opening of inferior vena cava","A12.1.01.010","",""
"235430","235334","ostium venae cavae superioris","opening of superior vena cava","A12.1.01.011","",""
"235449","235334","sinus venarum cavarum","sinus of venae cavae","A12.1.01.012","",""
"235458","235334","sulcus terminalis cordis","sulcus terminalis cordis","A12.1.01.013","",""
"235463","235334","tuberculum intervenosum","intervenous tubercle","A12.1.01.014","",""
"235474","235334","valvula venae cavae inferioris","valve of inferior vena cava","A12.1.01.015","",""
"235482","235334","valvula sinus coronarii","valve of coronary sinus","A12.1.01.016","",""
"235496","235014","ventriculus dexter","right ventricle","A12.1.02.001","",""
"235505","235496","ostium atrioventriculare dextrum","right atrioventricular orifice","A12.1.02.002","",""
"235518","235496","valva atrioventricularis dextra","tricuspid valve","A12.1.02.003","",""
"235526","235518","cuspis anterior","anterior cusp","A12.1.02.004","",""
"235539","235518","cuspis posterior","posterior cusp","A12.1.02.005","",""
"235547","235518","cuspis septalis","septal cusp","A12.1.02.006","",""
"235552","235496","crista supraventricularis","supraventricular crest","A12.1.02.007","",""
"235560","235496","conus arteriosus","conus arteriosus","A12.1.02.008","",""
"235571","235496","ostium trunci pulmonalis","opening of pulmonary trunk","A12.1.02.009","",""
"235583","235496","valva trunci pulmonalis","pulmonary valve","A12.1.02.010","",""
"235594","235583","valvula semilunaris dextra","right semilunar cusp","A12.1.02.011","",""
"235604","235583","valvula semilunaris sinistra","left semilunar cusp","A12.1.02.012","",""
"235612","235583","valvula semilunaris anterior","anterior semilunar cusp","A12.1.02.013","",""
"235620","235583","noduli valvularum semilunarium","nodules of semilunar cusps","A12.1.02.014","",""
"235636","235583","lunulae valvularum semilunarium","lunules of semilunar cusps","A12.1.02.015","",""
"235648","235583","commissurae valvularum semilunarium","commissures of semilunar cusps","A12.1.02.016","",""
"235657","235496","m. papillaris anterior","anterior papillary muscle","A12.1.02.017","",""
"235661","235496","m. papillaris posterior","posterior papillary muscle","A12.1.02.018","",""
"235673","235496","m. papillaris septalis","septal papillary muscle","A12.1.02.019","",""
"235685","235496","trabecula septomarginalis","septomarginal trabecula","A12.1.02.020","",""
"235699","235496","trabeculae carneae","trabeculae carneae","A12.1.02.021","",""
"235700","235014","atrium sinistrum","left atrium","A12.1.03.001","",""
"235713","235700","auricula sinistra","left auricle","A12.1.03.002","",""
"235721","235700","mm. pectinati","musculi pectinati","A12.1.03.003","",""
"235737","235700","ostia venarum pulmonalium","openings of pulmonary veins","A12.1.03.004","",""
"235745","235700","valvula foraminis ovalis","valve of foramen ovale","A12.1.03.005","",""
"235759","235014","ventriculus sinister","left ventricle","A12.1.04.001","",""
"235768","235759","ostium atrioventriculare sinistrum","left atrioventricular orifice","A12.1.04.002","",""
"235776","235759","valva atrioventricularis sinistra","mitral valve","A12.1.04.003","",""
"235784","235776","cuspis anterior","anterior cusp","A12.1.04.004","",""
"235792","235776","cuspis posterior","posterior cusp","A12.1.04.005","",""
"235807","235776","cuspides commissurales","commissural cusps","A12.1.04.006","",""
"235810","235759","m. papillaris anterior","anterior papillary muscle","A12.1.04.007","",""
"235829","235759","m. papillaris posterior","posterior papillary muscle","A12.1.04.008","",""
"235832","235759","vestibulum aortae","aortic vestibule","A12.1.04.009","",""
"235841","235759","ostium aortae","aortic orifice","A12.1.04.010","",""
"235855","235759","trabeculae carneae","trabeculae carneae","A12.1.04.011","",""
"235864","235759","valva aortae","aortic valve","A12.1.04.012","",""
"235878","235864","valvula semilunaris dextra","right semilunar cusp","A12.1.04.013","",""
"235886","235864","valvula semilunaris sinistra","left semilunar cusp","A12.1.04.014","",""
"235893","235864","valvula semilunaris posterior","posterior semilunar cusp","A12.1.04.015","",""
"235908","235864","noduli valvularum semilunarium","nodules of semilunar cusps","A12.1.04.016","",""
"235919","235864","lunulae valvularum semilunarium","lunules of semilunar cusps","A12.1.04.017","",""
"235924","235864","commissurae valvularum semilunarium","commissures of semilunar cusps","A12.1.04.018","",""
"235935","235014","endocardium","endocardium","A12.1.05.001","",""
"235943","235014","myocardium","myocardium","A12.1.06.001","",""
"235956","235943","complexus stimulans cordis","conducting system of heart","A12.1.06.002","",""
"235962","235956","nodus sinuatrialis","sinu-atrial node","A12.1.06.003","",""
"235970","235956","nodus atrioventricularis","atrioventricular node","A12.1.06.004","",""
"235981","235956","fasciculus atrioventricularis","atrioventricular bundle","A12.1.06.005","",""
"235997","235981","crus dextrum","right bundle","A12.1.06.006","",""
"236008","235981","crus sinistrum","left bundle","A12.1.06.007","",""
"236019","235970","rr. subendocardiales","subendocardial branches","A12.1.06.008","",""
"236097","133425","lamina parietalis","parietal layer","A12.1.08.006","",""
"236100","133425","lamina visceralis","visceral layer","A12.1.08.007","",""
"236145","234555","arteriae","arteries","A12.2.00.001","",""
"236159","236145","truncus pulmonalis","pulmonary trunk","A12.2.01.001","",""
"236168","236159","sinus trunci pulmonalis","sinus of pulmonary trunk","A12.2.01.002","",""
"236176","236159","crista supravalvularis","supravalvular ridge","A12.2.01.003","",""
"236184","236159","bifurcatio trunci pulmonalis","bifurcation of pulmonary trunk","A12.2.01.004","",""
"236192","236159","arteria pulmonalis dextra","right pulmonary artery","A12.2.01.101","",""
"236202","236192","aa. lobares superiores","superior lobar arteries","A12.2.01.102","",""
"236215","236202","a. segmentalis apicalis","apical segmental artery","A12.2.01.103","",""
"236228","236202","a. segmentalis anterior","anterior segmental artery","A12.2.01.104","",""
"236231","236228","r. ascendens","ascending branch","A12.2.01.105","",""
"236244","236228","r. descendens","descending branch","A12.2.01.106","",""
"236253","236202","a. segmentalis posterior","posterior segmental artery","A12.2.01.107","",""
"236266","236253","r. ascendens","ascending branch","A12.2.01.108","",""
"236277","236253","r. descendens","descending branch","A12.2.01.109","",""
"236289","236192","a. lobaris media","middle lobar artery","A12.2.01.110","",""
"236290","236289","a. segmentalis medialis","medial segmental artery","A12.2.01.111","",""
"236304","236289","a. segmentalis lateralis","lateral segmental artery","A12.2.01.112","",""
"236312","236192","aa. lobares inferiores","inferior lobar arteries","A12.2.01.113","",""
"236320","236312","a. segmentalis superior","superior segmental artery","A12.2.01.114","",""
"236336","236312","pars basalis","basal part","A12.2.01.115","",""
"236348","236336","a. segmentalis basalis anterior","anterior basal segmental artery","A12.2.01.116","",""
"236357","236336","a. segmentalis basalis lateralis","lateral basal segmental artery","A12.2.01.117","",""
"236361","236336","a. segmentalis basalis medialis","medial basal segmental artery","A12.2.01.118","",""
"236373","236336","a. segmentalis basalis posterior","posterior basal segmental artery","A12.2.01.119","",""
"236385","236159","arteria pulmonalis sinistra","left pulmonary artery","A12.2.01.201","",""
"236399","236385","lig. arteriosum","ligamentum arteriosum","A12.2.01.202","",""
"236407","236385","aa. lobares superiores","superior lobar arteries","A12.2.01.203","",""
"236410","236407","a. segmentalis apicalis","apical segmental artery","A12.2.01.204","",""
"236429","236407","a. segmentalis anterior","anterior segmental artery","A12.2.01.205","",""
"236432","236429","r. ascendens","ascending branch","A12.2.01.206","",""
"236441","236429","r. descendens","descending branch","A12.2.01.207","",""
"236455","236407","a. segmentalis posterior","posterior segmental artery","A12.2.01.208","",""
"236464","236455","r. ascendens","ascending branch","A12.2.01.209","",""
"236478","236455","r. descendens","descending branch","A12.2.01.210","",""
"236486","236407","a. lingularis","lingular artery","A12.2.01.211","",""
"236493","236486","a. lingularis inferior","inferior lingular artery","A12.2.01.212","",""
"236503","236486","a. lingularis superior","superior lingular artery","A12.2.01.213","",""
"236516","236385","aa. lobares inferiores","inferior lobar arteries","A12.2.01.214","",""
"236527","236516","a. segmentalis superior","superior segmental artery","A12.2.01.215","",""
"236534","236516","pars basalis","basal part","A12.2.01.216","",""
"236542","236534","a. segmentalis basalis anterior","anterior basal segmental artery","A12.2.01.217","",""
"236550","236534","a. segmentalis basalis lateralis","lateral basal segmental artery","A12.2.01.218","",""
"236569","236534","a. segmentalis basalis medialis","medial basal segmental artery","A12.2.01.219","",""
"236575","236534","a. segmentalis basalis posterior","posterior basal segmental artery","A12.2.01.220","",""
"236588","236385","ductus arteriosus persistens","persistent ductus arteriosus","A12.2.01.221","",""
"236591","236145","aorta","aorta","A12.2.02.001","",""
"236606","236591","pars ascendens aortae","ascending aorta","A12.2.03.001","",""
"236611","236606","sinus aortae","aortic sinus","A12.2.03.002","",""
"236622","236606","crista supravalvularis","supravalvular ridge","A12.2.03.003","",""
"236633","236606","bulbus aortae","aortic bulb","A12.2.03.004","",""
"236640","236606","arteria coronaria dextra","right coronary artery","A12.2.03.101","",""
"236654","236640","rr. atrioventriculares","atrioventricular branches","A12.2.03.102","",""
"236665","236640","r. coni arteriosi","conus branch","A12.2.03.103","",""
"236679","236640","r. nodi sinuatrialis","sinu-atrial nodal branch","A12.2.03.104","",""
"236687","236640","rr. atriales","atrial branches","A12.2.03.105","",""
"236698","236640","r. marginalis dexter","right marginal branch","A12.2.03.106","",""
"236709","236640","r. atrialis intermedius","intermediate atrial branch","A12.2.03.107","",""
"236714","236640","r. interventricularis posterior","posterior interventricular branch","A12.2.03.108","",""
"236723","236714","rr. interventriculares septales","interventricular septal branches","A12.2.03.109","",""
"236738","236640","r. nodi atrioventricularis","atrioventricular nodal branch","A12.2.03.110","",""
"236746","236640","r. posterolateralis dexter","right posterolateral branch","A12.2.03.111","",""
"236751","236606","arteria coronaria sinistra","left coronary artery","A12.2.03.201","",""
"236767","236751","r. interventricularis anterior","anterior interventricular branch","A12.2.03.202","",""
"236772","236767","r. coni arteriosi","conus branch","A12.2.03.203","",""
"236780","236767","r. lateralis","lateral branch","A12.2.03.204","",""
"236795","236767","rr. interventriculares septales","interventricular septal branches","A12.2.03.205","",""
"236805","236751","r. circumflexus","circumflex branch","A12.2.03.206","",""
"236818","236805","r. atrialis anastomoticus","atrial anastomotic branch","A12.2.03.207","",""
"236826","236805","rr. atrioventriculares","atrioventricular branches","A12.2.03.208","",""
"236839","236805","r. marginalis sinister","left marginal artery","A12.2.03.209","",""
"236847","236805","r. atrialis intermedius","intermediate atrial branch","A12.2.03.210","",""
"236852","236805","r. posterior ventriculi sinistri","posterior left ventricular branch","A12.2.03.211","",""
"236860","236805","r. nodi sinuatrialis","sinu-atrial nodal branch","A12.2.03.212","",""
"236871","236805","r. nodi atrioventricularis","atrioventricular nodal branch","A12.2.03.213","",""
"236883","236805","rr. atriales","atrial branches","A12.2.03.214","",""
"236894","236591","arcus aortae","arch of aorta","A12.2.04.001","",""
"236901","236894","isthmus aortae","aortic isthmus","A12.2.04.002","",""
"236917","236894","corpora paraaortica","para-aortic bodies","A12.2.04.003","",""
"236925","236894","truncus brachiocephalicus","brachiocephalic trunk","A12.2.04.004","",""
"236930","236925","a. thyroidea ima","thyroid ima artery","A12.2.04.005","",""
"236949","236894","arteria carotis communis","common carotid artery","A12.2.04.006","",""
"236958","236949","glomus caroticum","carotid body","A12.2.04.007","",""
"236963","236949","sinus caroticus","carotid sinus","A12.2.04.008","",""
"236974","236949","bifurcatio carotidis","carotid bifurcation","A12.2.04.009","",""
"236982","236949","arteria carotis externa","external carotid artery","A12.2.05.001","",""
"236996","236982","a. thyroidea superior","superior thyroid artery","A12.2.05.002","",""
"237007","236996","r. infrahyoideus","infrahyoid branch","A12.2.05.003","",""
"237010","236996","r. sternocleidomastoideus","sternocleidomastoid branch","A12.2.05.004","",""
"237029","236996","a. laryngea superior","superior laryngeal artery","A12.2.05.005","",""
"237032","236996","r. cricothyroideus","cricothyroid branch","A12.2.05.006","",""
"237041","236996","r. glandularis anterior","anterior glandular branch","A12.2.05.007","",""
"237055","236996","r. glandularis posterior","posterior glandular branch","A12.2.05.008","",""
"237064","236996","r. glandularis lateralis","lateral glandular branch","A12.2.05.009","",""
"237078","236982","arteria pharyngea ascendens","ascending pharyngeal artery","A12.2.05.010","",""
"237086","237078","a. meningea posterior","posterior meningeal artery","A12.2.05.011","",""
"237093","237078","rr. pharyngeales","pharyngeal branches","A12.2.05.012","",""
"237108","237078","a. tympanica inferior","inferior tympanic artery","A12.2.05.013","",""
"237119","236982","truncus linguofacialis","linguofacial trunk","A12.2.05.014","",""
"237124","236982","arteria lingualis","lingual artery","A12.2.05.015","",""
"237135","237124","r. suprahyoideus","suprahyoid branch","A12.2.05.016","",""
"237143","237124","rr. dorsales linguae","dorsal lingual branches","A12.2.05.017","",""
"237156","237124","a. sublingualis","sublingual artery","A12.2.05.018","",""
"237162","237124","a. profunda linguae","deep lingual artery","A12.2.05.019","",""
"237170","236982","arteria facialis","facial artery","A12.2.05.020","",""
"237181","237170","a. palatina ascendens","ascending palatine artery","A12.2.05.021","",""
"237197","237170","r. tonsillaris","tonsillar branch","A12.2.05.022","",""
"237203","237170","a. submentalis","submental artery","A12.2.05.023","",""
"237216","237170","rr. glandulares","glandular branches","A12.2.05.024","",""
"237227","237170","a. labialis inferior","inferior labial branch","A12.2.05.025","",""
"237234","237170","a. labialis superior","superior labial branch","A12.2.05.026","",""
"237242","237234","r. septi nasi","nasal septal branch","A12.2.05.027","",""
"237250","237170","r. lateralis nasi","lateral nasal branch","A12.2.05.028","",""
"237269","237170","a. angularis","angular artery","A12.2.05.029","",""
"237275","236982","arteria occipitalis","occipital artery","A12.2.05.030","",""
"237288","237275","r. mastoideus","mastoid branch","A12.2.05.031","",""
"237291","237275","r. auricularis","auricular branch","A12.2.05.032","",""
"237300","237275","rr. sternocleidomastoidei","sternocleidomastoid branches","A12.2.05.033","",""
"237313","237275","rr. occipitales","occipital branches","A12.2.05.034","",""
"237321","237275","r. meningeus","meningeal branch","A12.2.05.035","",""
"237337","237275","r. descendens","descending branch","A12.2.05.036","",""
"237345","236982","arteria auricularis posterior","posterior auricular artery","A12.2.05.037","",""
"237359","237345","a. stylomastoidea","stylomastoid artery","A12.2.05.038","",""
"237368","237345","a. tympanica posterior","posterior tympanic artery","A12.2.05.039","",""
"237376","237368","rr. mastoidei","mastoid branches","A12.2.05.040","",""
"237384","237368","r. stapedius","stapedial branch","A12.2.05.041","",""
"237392","237345","r. auricularis","auricular branch","A12.2.05.042","",""
"237402","237345","r. occipitalis","occipital branch","A12.2.05.043","",""
"237415","237345","r. parotideus","parotid branch","A12.2.05.044","",""
"237428","236982","arteria temporalis superficialis","superficial temporal artery","A12.2.05.045","",""
"237431","237428","r. parotideus","parotid branch","A12.2.05.046","",""
"237444","237428","a. transversa faciei","transverse facial artery","A12.2.05.047","",""
"237453","237428","rr. auriculares anteriores","anterior auricular branches","A12.2.05.048","",""
"237466","237428","a. zygomaticoorbitalis","zygomatico-orbital artery","A12.2.05.049","",""
"237477","237428","a. temporalis media","middle temporal artery","A12.2.05.050","",""
"237489","237428","r. frontalis","frontal branch","A12.2.05.051","",""
"237490","237428","r. parietalis","parietal branch","A12.2.05.052","",""
"237509","236982","arteria maxillaris","maxillary artery","A12.2.05.053","",""
"237514","237509","a. auricularis profunda","deep auricular artery","A12.2.05.054","",""
"237523","237509","a. tympanica anterior","anterior tympanic artery","A12.2.05.055","",""
"237538","237509","a. alveolaris inferior","inferior alveolar artery","A12.2.05.056","",""
"237546","237538","rr. dentales","dental branches","A12.2.05.057","",""
"237551","237538","rr. peridentales","peridental branches","A12.2.05.058","",""
"237567","237538","r. mentalis","mental branch","A12.2.05.059","",""
"237572","237538","r. mylohyoideus","mylohyoid branch","A12.2.05.060","",""
"237580","237509","a. meningea media","middle meningeal artery","A12.2.05.061","",""
"237595","237580","r. accessorius","accessory branch","A12.2.05.062","",""
"237601","237580","r. frontalis","frontal branch","A12.2.05.063","",""
"237617","237580","r. orbitalis","orbital branch","A12.2.05.064","",""
"237625","237580","r. parietalis","parietal branch","A12.2.05.065","",""
"237630","237580","r. petrosus","petrosal branch","A12.2.05.066","",""
"237649","237580","a. tympanica superior","superior tympanic artery","A12.2.05.067","",""
"237658","237580","r. anastomoticus lacrimalis","anastomotic branch with lacrimal artery","A12.2.05.068","",""
"237663","237509","a. pterygomeningea","pterygomeningeal artery","A12.2.05.069","",""
"237674","237509","a. masseterica","masseteric artery","A12.2.05.070","",""
"237682","237509","a. temporalis profunda anterior","anterior deep temporal artery","A12.2.05.071","",""
"237696","237509","a. temporalis profunda posterior","posterior deep temporal artery","A12.2.05.072","",""
"237706","237696","rr. pterygoidei","pterygoid branches","A12.2.05.073","",""
"237711","237509","a. buccalis","buccal artery","A12.2.05.074","",""
"237722","237711","a. alveolaris superior posterior","posterior superior alveolar artery","A12.2.05.075","",""
"237733","237722","rr. dentales","dental branches","A12.2.05.076","",""
"237740","237722","rr. peridentales","peridental branches","A12.2.05.077","",""
"237754","237509","a. infraorbitalis","infra-orbital artery","A12.2.05.078","",""
"237765","237754","aa. alveolares superiores anteriores","anterior superior alveolar arteries","A12.2.05.079","",""
"237779","237765","rr. dentales","dental branches","A12.2.05.080","",""
"237787","237765","rr. peridentales","peridental branches","A12.2.05.081","",""
"237798","237509","a. canalis pterygoidei","artery of pterygoid canal","A12.2.05.082","",""
"237804","237798","r. pharyngeus","pharyngeal branch","A12.2.05.083","",""
"237812","237509","a. palatina descendens","descending palatine artery","A12.2.05.084","",""
"237820","237812","a. palatina major","greater palatine artery","A12.2.05.085","",""
"237836","237812","aa. palatinae minores","lesser palatine arteries","A12.2.05.086","",""
"237848","237812","r. pharyngeus","pharyngeal branch","A12.2.05.087","",""
"237857","237509","a. sphenopalatina","sphenopalatine artery","A12.2.05.088","",""
"237861","237857","aa. nasales posteriores laterales","posterior lateral nasal arteries","A12.2.05.089","",""
"237873","237857","rr. septales posteriores","posterior septal branches","A12.2.05.090","",""
"237885","236949","arteria carotis interna","internal carotid artery","A12.2.06.001","",""
"237899","237885","pars cervicalis","cervical part","A12.2.06.002","",""
"237905","237899","sinus caroticus","carotid sinus","A12.2.06.003","",""
"237918","237885","pars petrosa","petrous part","A12.2.06.004","",""
"237926","237918","aa. caroticotympanicae","caroticotympanic arteries","A12.2.06.005","",""
"237939","237918","a. canalis pterygoidei","artery of pterygoid canal","A12.2.06.006","",""
"237947","237885","pars cavernosa","cavernous part","A12.2.06.007","",""
"237952","237947","r. basalis tentorii","tentorial basal branch","A12.2.06.008","",""
"237960","237947","r. marginalis tentorii","tentorial marginal branch","A12.2.06.009","",""
"237971","237947","r. meningeus","meningeal branch","A12.2.06.010","",""
"237983","237947","r. sinus cavernosi","cavernous branch","A12.2.06.011","",""
"237994","237947","a. hypophysialis inferior","inferior hypophysial artery","A12.2.06.012","",""
"238001","237947","rr. ganglionares trigeminales","branches to trigeminal ganglion","A12.2.06.013","",""
"238017","237947","rr. nervorum","branches to nerves","A12.2.06.014","",""
"238025","237885","pars cerebralis","cerebral part","A12.2.06.015","",""
"238030","238025","arteria ophthalmica","ophthalmic artery","A12.2.06.016","",""
"238049","238025","a. hypophysialis superior","superior hypophysial artery","A12.2.06.017","",""
"238058","238025","arteria communicans posterior","posterior communicating artery","A12.2.06.018","",""
"238063","238025","arteria choroidea anterior","anterior choroidal artery","A12.2.06.019","",""
"238074","238025","a. uncalis","uncal artery","A12.2.06.020","",""
"238082","238025","rr. clivales","clivus branches","A12.2.06.021","",""
"238096","238025","r. meningeus","meningeal branch","A12.2.06.022","",""
"238105","237885","siphon caroticus","carotid siphon","A12.2.06.023","",""
"238118","238030","a. centralis retinae","central retinal artery","A12.2.06.024","",""
"238126","238118","pars extraocularis","extraocular part","A12.2.06.025","",""
"238139","238118","pars intraocularis arteriae centralis retinae","intraocular part of central retinal artery","A12.2.06.026","",""
"238147","238030","a. lacrimalis","lacrimal artery","A12.2.06.027","",""
"238152","238147","r. anastomoticus mediomeningeus","anastomotic branch with middle meningeal artery","A12.2.06.028","",""
"238160","238147","aa. palpebrales laterales","lateral palpebral arteries","A12.2.06.029","",""
"238171","238030","r. meningeus recurrens","recurrent meningeal branch","A12.2.06.030","",""
"238183","238030","aa. ciliares posteriores breves","short posterior ciliary arteries","A12.2.06.031","",""
"238194","238030","aa. ciliares posteriores longae","long posterior ciliary arteries","A12.2.06.032","",""
"238208","238030","aa. musculares","muscular arteries","A12.2.06.033","",""
"238219","238208","aa. ciliares anteriores","anterior ciliary arteries","A12.2.06.034","",""
"238224","238208","aa. conjunctivales anteriores","anterior conjunctival arteries","A12.2.06.035","",""
"238235","238208","aa. episclerales","episcleral arteries","A12.2.06.036","",""
"238243","238030","a. supraorbitalis","supra-orbital artery","A12.2.06.037","",""
"238256","238243","r. diploicus","diploic branch","A12.2.06.038","",""
"238262","238030","a. ethmoidalis anterior","anterior ethmoidal artery","A12.2.06.039","",""
"238270","238262","r. meningeus anterior","anterior meningeal branch","A12.2.06.040","",""
"238281","238262","rr. septales anteriores","anterior septal branches","A12.2.06.041","",""
"238297","238262","rr. nasales anteriores laterales","anterior lateral nasal branches","A12.2.06.042","",""
"238306","238030","a. ethmoidalis posterior","posterior ethmoidal artery","A12.2.06.043","",""
"238311","238030","aa. palpebrales mediales","medial palpebral arteries","A12.2.06.044","",""
"238322","238311","aa. conjunctivales posteriores","posterior conjunctival arteries","A12.2.06.045","",""
"238333","238311","arcus palpebralis inferior","inferior palpebral arch","A12.2.06.046","",""
"238340","238311","arcus palpebralis superior","superior palpebral arch","A12.2.06.047","",""
"238354","238030","a. supratrochlearis","supratrochlear artery","A12.2.06.048","",""
"238365","238030","a. dorsalis nasi","dorsal nasal artery","A12.2.06.049","",""
"238379","236145","arteriae encephali","arteries of brain","A12.2.07.001","",""
"238387","238063","rr. choroidei ventriculi lateralis","choroidal branches to lateral ventricle","A12.2.07.002","",""
"238398","238063","rr. choroidei ventriculi tertii","choroidal branches to third ventricle","A12.2.07.003","",""
"238404","238063","rr. substantiae perforatae anterioris","branches to anterior perforated substance","A12.2.07.004","",""
"238412","238063","rr. chiasmatici","branches to optic chiasm","A12.2.07.005","",""
"238420","238063","rr. tractus optici","branches to optic tract","A12.2.07.006","",""
"238436","238063","rr. corporis geniculati lateralis","branches to lateral geniculate body","A12.2.07.007","",""
"238448","238063","rr. genus capsulae internae","branches to genu of internal capsule","A12.2.07.008","",""
"238457","238063","rr. cruris posterioris capsulae internae","branches to posterior limb of internal capsule","A12.2.07.009","",""
"238461","238063","rr. partis retrolentiformis capsulae internae","branches to retrolentiform limb of internal capsule","A12.2.07.010","",""
"238473","238063","rr. globi pallidi","branches to globus pallidus","A12.2.07.011","",""
"238485","238063","rr. caudae nuclei caudati","branches to tail of caudate nucleus","A12.2.07.012","",""
"238499","238063","rr. hippocampi","branches to hippocampus","A12.2.07.013","",""
"238500","238063","rr. uncales","branches to uncus","A12.2.07.014","",""
"238513","238063","rr. corporis amygdaloidei","branches to amygdaloid body","A12.2.07.015","",""
"238521","238063","rr. tuberis cinerei","branches to tuber cinereum","A12.2.07.016","",""
"238537","238063","rr. nucleorum hypothalami","branches to hypothalamic nuclei","A12.2.07.017","",""
"238545","238063","rr. nucleorum thalami","branches to thalamic nuclei","A12.2.07.018","",""
"238559","238063","rr. substantiae nigrae","branches to substantia nigra","A12.2.07.019","",""
