#"AnaTermId","ParentId","LatinTerm","EnglishTerm","TA1","TA2","Sex","Type","en","en_Syns","en_GB","en_GB_Syns","la","la_Syns","de","de_Syns","fr","fr_Syns","it","it_Syns","nl","nl_Syns","pl","pl_Syns","pt","pt_Syns","zh","zh_Syns","es","es_Syns"
"123587","123579","Intersectiones tendineae","Tendinous intersections","A04.5.01.002","2358","B","","Tendinous intersections","Tendinous inscriptions","Tendinous intersections","Tendinous inscriptions","Intersectiones tendineae","","","","","","","","","","","","","","","","",""
"123598","123579","Vagina musculi recti abdominis","Rectus sheath","A04.5.01.003","2359","B","","Rectus sheath","","Rectus sheath","","Vagina musculi recti abdominis","","","","","","","","","","","","","","","","",""
"123603","123598","Lamina anterior vaginae musculi recti","Anterior layer of rectus sheath","A04.5.01.004","2360","B","","Anterior layer of rectus sheath","","Anterior layer of rectus sheath","","Lamina anterior vaginae musculi recti","","","","","","","","","","","","","","","","",""
"123616","123598","Lamina posterior vaginae musculi recti","Posterior layer of rectus sheath","A04.5.01.005","2361","B","","Posterior layer of rectus sheath","","Posterior layer of rectus sheath","","Lamina posterior vaginae musculi recti","","","","","","","","","","","","","","","","",""
"123627","123598","Linea arcuata vaginae musculi recti","Arcuate line of rectus sheath","A04.5.01.006","2362","B","","Arcuate line of rectus sheath","","Arcuate line of rectus sheath","","Linea arcuata vaginae musculi recti","Linea semicircularis vaginae musculi recti","","","","","","","","","","","","","","","",""
"123634","123565","Musculus pyramidalis","Pyramidalis muscle","A04.5.01.007","2363","B","","Pyramidalis muscle","","Pyramidalis muscle","","Musculus pyramidalis","","","","","","","","","","","","","","","","",""
"123642","123565","Musculus obliquus externus abdominis","External abdominal oblique muscle","A04.5.01.008","2364","B","","External abdominal oblique muscle","External oblique muscle","External abdominal oblique muscle","External oblique muscle","Musculus obliquus externus abdominis","","","","","","","","","","","","","","","","",""
"123650","123642","Ligamentum inguinale","Inguinal ligament","A04.5.01.009","2365","B","","Inguinal ligament","","Inguinal ligament","","Ligamentum inguinale","Arcus inguinalis","","","","","","","","","","","","","","","",""
"123669","123650","Ligamentum lacunare","Lacunar ligament","A04.5.01.010","2366","B","","Lacunar ligament","","Lacunar ligament","","Ligamentum lacunare","","","","","","","","","","","","","","","","",""
"123675","123650","Ligamentum pectineum","Pectineal ligament","A04.5.01.011","2367","B","","Pectineal ligament","","Pectineal ligament","","Ligamentum pectineum","","","","","","","","","","","","","","","","",""
"123688","123650","Ligamentum inguinale reflexum","Reflected inguinal ligament","A04.5.01.012","2368","B","","Reflected inguinal ligament","","Reflected inguinal ligament","","Ligamentum inguinale reflexum","","","","","","","","","","","","","","","","",""
"123691","123565","Anulus inguinalis superficialis","Superficial inguinal ring","A04.5.01.013","2369","B","","Superficial inguinal ring","External inguinal ring","Superficial inguinal ring","External inguinal ring","Anulus inguinalis superficialis","","","","","","","","","","","","","","","","",""
"123702","123691","Crus mediale anuli inguinalis superficialis","Medial crus of superficial inguinal ring","A04.5.01.014","2370","B","","Medial crus of superficial inguinal ring","","Medial crus of superficial inguinal ring","","Crus mediale anuli inguinalis superficialis","","","","","","","","","","","","","","","","",""
"123715","123691","Crus laterale anuli inguinalis superficialis","Lateral crus of superficial inguinal ring","A04.5.01.015","2371","B","","Lateral crus of superficial inguinal ring","","Lateral crus of superficial inguinal ring","","Crus laterale anuli inguinalis superficialis","","","","","","","","","","","","","","","","",""
"123728","123691","Fibrae intercrurales","Intercrural fibers","A04.5.01.016","2372","B","","Intercrural fibers","","Intercrural fibres","","Fibrae intercrurales","","","","","","","","","","","","","","","","",""
"123731","123565","Musculus obliquus internus abdominis","Internal abdominal oblique muscle","A04.5.01.017","2373","B","","Internal abdominal oblique muscle","Internal oblique muscle","Internal abdominal oblique muscle","Internal oblique muscle","Musculus obliquus internus abdominis","","","","","","","","","","","","","","","","",""
"123744","123731","Cremaster","Cremaster","A04.5.01.018","2374","B","","Cremaster","Cremaster muscle","Cremaster","Cremaster muscle","Cremaster","Musculus cremaster","","","","","","","","","","","","","","","",""
"123753","123565","Musculus transversus abdominis","Transversus abdominis muscle","A04.5.01.019","2375","B","","Transversus abdominis muscle","Transverse abdominal muscle","Transversus abdominis muscle","Transverse abdominal muscle","Musculus transversus abdominis","","","","","","","","","","","","","","","","",""
"123766","123753","Falx inguinalis","Inguinal falx","A04.5.01.020","2376","B","","Inguinal falx","Conjoint tendon","Inguinal falx","Conjoint tendon","Falx inguinalis","Tendo conjunctivus","","","","","","","","","","","","","","","",""
"123777","123565","Linea alba","Linea alba","A04.5.01.022","2377","B","","Linea alba","","Linea alba","","Linea alba","","","","","","","","","","","","","","","","",""
"123789","123777","Anulus umbilicalis","Umbilical ring","A04.5.01.023","2378","B","","Umbilical ring","","Umbilical ring","","Anulus umbilicalis","","","","","","","","","","","","","","","","",""
"123790","123777","Adminiculum lineae albae","Posterior attachment of linea alba","A04.5.01.024","2379","B","","Posterior attachment of linea alba","","Posterior attachment of linea alba","","Adminiculum lineae albae","","","","","","","","","","","","","","","","",""
"123808","123565","Linea semilunaris","Semilunar line","A04.5.01.025","2380","B","","Semilunar line","","Semilunar line","","Linea semilunaris","","","","","","","","","","","","","","","","",""
"123819","123565","Canalis inguinalis","Inguinal canal","A04.5.01.026","2381","B","","Inguinal canal","","Inguinal canal","","Canalis inguinalis","","","","","","","","","","","","","","","","",""
"123824","123565","Musculus quadratus lumborum","Quadratus lumborum muscle","A04.5.01.027","2382","B","","Quadratus lumborum muscle","","Quadratus lumborum muscle","","Musculus quadratus lumborum","","","","","","","","","","","","","","","","",""
"123835","123554","Fasciae abdominis","Fascia of abdomen","A04.5.02.001","2383","B","G","Fascia of abdomen","Abdominal fascia","Fascia of abdomen","Abdominal fascia","Fasciae abdominis","Fasciae abdominales","","","","","","","","","","","","","","","",""
"123843","123835","Fascia investiens abdominis","Investing abdominal fascia","A04.5.02.015","2384","B","","Investing abdominal fascia","Superficial investing abdominal fascia","Investing abdominal fascia","Superficial investing abdominal fascia","Fascia investiens abdominis","Fascia investiens superficialis abdominis","","","","","","","","","","","","","","","",""
"123856","123835","Fascia endoabdominalis","Endoabdominal fascia","A04.5.02.006","2385","B","","Endoabdominal fascia","Parietal abdominal fascia; Deep investing abdominal fascia","Endo-abdominal fascia","Parietal abdominal fascia; Deep investing abdominal fascia","Fascia endoabdominalis","Fascia parietalis abdominis; Fascia investiens profunda abdominis","","","","","","","","","","","","","","","",""
"123862","123856","Fascia iliopsoae","Iliopsoas fascia","A04.5.02.007","2386","B","","Iliopsoas fascia","","Iliopsoas fascia","","Fascia iliopsoae","Fascia iliopsoica","","","","","","","","","","","","","","","",""
"123870","123862","Fascia psoae","Psoas fascia","A04.5.02.008","2387","B","","Psoas fascia","","Psoas fascia","","Fascia psoae","Pars psoica","","","","","","","","","","","","","","","",""
"123881","123862","Fascia iliaca","Iliac fascia","A04.5.02.009","2388","B","","Iliac fascia","","Iliac fascia","","Fascia iliaca","Pars iliaca","","","","","","","","","","","","","","","",""
"123897","123856","Fascia transversalis","Transversalis fascia","A04.5.02.011","2389","B","","Transversalis fascia","","Transversalis fascia","","Fascia transversalis","","","","","","","","","","","","","","","","",""
"123909","123897","Anulus inguinalis profundus","Deep inguinal ring","A04.5.01.021","2390","B","","Deep inguinal ring","Internal inguinal ring","Deep inguinal ring","Internal inguinal ring","Anulus inguinalis profundus","","","","","","","","","","","","","","","","",""
"123914","123897","Ligamentum interfoveolare","Interfoveolar ligament","A04.5.02.012","2391","B","","Interfoveolar ligament","","Interfoveolar ligament","","Ligamentum interfoveolare","","","","","","","","","","","","","","","","",""
"123923","123897","Tractus iliopubicus","Iliopubic tract","A04.5.02.013","2392","B","","Iliopubic tract","","Iliopubic tract","","Tractus iliopubicus","","","","","","","","","","","","","","","","",""
"123938","123897","Fascia umbilicalis","Umbilical fascia","A04.5.02.014","2393","B","","Umbilical fascia","","Umbilical fascia","","Fascia umbilicalis","","","","","","","","","","","","","","","","",""
"123946","123856","Fascia diaphragmatica","Diaphragmatic fascia","A04.4.02.017","2394","B","","Diaphragmatic fascia","Inferior diaphragmatic fascia","Diaphragmatic fascia","Inferior diaphragmatic fascia","Fascia diaphragmatica","Fascia inferior diaphragmatis","","","","","","","","","","","","","","","",""
"123951","123946","Ligamentum phrenicooesophageum inferius","Inferior phrenicoesophageal ligament","","2395","B","","Inferior phrenicoesophageal ligament","Inferior phrenico-esophageal ligament; Inferior phrenicooesophageal ligament","Inferior phrenico-oesophageal ligament","Inferior phrenico-esophageal ligament; Inferior phrenicooesophageal ligament","Ligamentum phrenicooesophageum inferius","Ligamentum phrenicooesophageale inferius","","","","","","","","","","","","","","","",""
"123967","119745","Pars pelvica systematis muscularis","Pelvic part of muscular system","","2396","B","G","Pelvic part of muscular system","","Pelvic part of muscular system","","Pars pelvica systematis muscularis","","","","","","","","","","","","","","","","",""
"123972","123967","Musculi pelvis","Muscles of pelvis","","2397","B","G","Muscles of pelvis","","Muscles of pelvis","","Musculi pelvis","","","","","","","","","","","","","","","","",""
"123980","123972","Corpus perineale","Perineal body","A09.5.00.005","2398","B","","Perineal body","Perineal center; Perineal centre; Central tendinous point","Perineal body","Perineal center; Perineal centre; Central tendinous point","Corpus perineale","Centrum perinei","","","","","","","","","","","","","","","",""
"123995","123972","Septum postanalis","Postanal septum","","2399","B","","Postanal septum","","Postanal septum","","Septum postanalis","","","","","","","","","","","","","","","","",""
"124006","123995","Raphe diaphragmatis pelvis","Raphe of pelvic diaphragm","","2400","B","","Raphe of pelvic diaphragm","","Raphe of pelvic diaphragm","","Raphe diaphragmatis pelvis","","","","","","","","","","","","","","","","",""
"124011","123995","Ligamentum anococcygeum","Anococcygeal ligament","","2401","B","","Anococcygeal ligament","","Anococcygeal ligament","","Ligamentum anococcygeum","","","","","","","","","","","","","","","","",""
"124022","123967","Diaphragma pelvis","Pelvic diaphragm","A04.5.04.001","2402","B","G","Pelvic diaphragm","Pelvic floor","Pelvic diaphragm","Pelvic floor","Diaphragma pelvis","","","","","","","","","","","","","","","","",""
"124033","124022","Levator ani","Levator ani","A04.5.04.002","2403","B","","Levator ani","Levator ani muscle","Levator ani","Levator ani muscle","Levator ani","Musculus levator ani","","","","","","","","","","","","","","","",""
"124040","124033","Musculus iliococcygeus","Iliococcygeus muscle","A04.5.04.008","2404","B","","Iliococcygeus muscle","","Iliococcygeus muscle","","Musculus iliococcygeus","","","","","","","","","","","","","","","","",""
"124054","124033","Musculus pubococcygeus","Pubococcygeus muscle","A04.5.04.003","2405","B","","Pubococcygeus muscle","","Pubococcygeus muscle","","Musculus pubococcygeus","","","","","","","","","","","","","","","","",""
"124065","124033","Musculus puboanalis","Puboanalis muscle","A04.5.04.007","2406","B","","Puboanalis muscle","Puborectalis muscle","Pubo-analis muscle","Puborectalis muscle","Musculus puboanalis","Musculus puborectalis","","","","","","","","","","","","","","","",""
"124079","124033","Musculus puboperinealis","Puboperinealis muscle","A04.5.04.004","2407","B","","Puboperinealis muscle","","Puboperinealis muscle","","Musculus puboperinealis","","","","","","","","","","","","","","","","",""
"124087","124033","Musculus puboprostaticus","Puboprostaticus muscle","","2408","M","","Puboprostaticus muscle","Levator prostatae","Puboprostaticus muscle","Levator prostatae","Musculus puboprostaticus","Levator prostatae","","","","","","","","","","","","","","","",""
"124098","124033","Musculus pubovaginalis","Pubovaginalis muscle","A04.5.04.005","2409","F","","Pubovaginalis muscle","","Pubovaginalis muscle","","Musculus pubovaginalis","","","","","","","","","","","","","","","","",""
"124104","124022","Hiatus urogenitalis","Urogenital hiatus","A04.5.04.010","2410","B","","Urogenital hiatus","","Urogenital hiatus","","Hiatus urogenitalis","","","","","","","","","","","","","","","","",""
"124112","124022","Hiatus anorectalis","Anorectal hiatus","","2411","B","","Anorectal hiatus","","Anorectal hiatus","","Hiatus anorectalis","","","","","","","","","","","","","","","","",""
"124120","124022","Musculus coccygeus","Coccygeus muscle","A04.5.04.011","2412","B","","Coccygeus muscle","Ischiococcygeus muscle","Coccygeus muscle","Ischiococcygeus muscle","Musculus coccygeus","Musculus ischiococcygeus","","","","","","","","","","","","","","","",""
"124136","123967","Musculi perinei","Perineal muscles","A04.5.05.001","2413","B","G","Perineal muscles","","Perineal muscles","","Musculi perinei","","","","","","","","","","","","","","","","",""
"124148","124136","Musculi regionis urogenitalis","Muscles of urogenital triangle","A09.5.00.004","2414","B","G","Muscles of urogenital triangle","","Muscles of urogenital triangle","","Musculi regionis urogenitalis","","","","","","","","","","","","","","","","",""
"124157","124148","Spatium superficiale perinei","Superficial perineal space","A09.5.02.001","2415","B","","Superficial perineal space","Superficial perineal compartment; Superficial perineal pouch","Superficial perineal space","Superficial perineal compartment; Superficial perineal pouch","Spatium superficiale perinei","Compartimentum superficiale perinei","","","","","","","","","","","","","","","",""
"124161","124157","Musculus transversus superficialis perinei","Superficial transverse perineal muscle","A09.5.02.003","2416","B","","Superficial transverse perineal muscle","","Superficial transverse perineal muscle","","Musculus transversus superficialis perinei","Musculus transversus perinei superficialis","","","","","","","","","","","","","","","",""
"124173","124157","Musculus ischiocavernosus","Ischiocavernosus muscle","A09.5.02.004","2417","B","","Ischiocavernosus muscle","","Ischiocavernosus muscle","","Musculus ischiocavernosus","","","","","","","","","","","","","","","","",""
"124185","124157","Musculus bulbospongiosus","Bulbospongiosus muscle","A09.5.02.005","2418","B","","Bulbospongiosus muscle","","Bulbospongiosus muscle","","Musculus bulbospongiosus","","","","","","","","","","","","","","","","",""
"124199","124148","Spatium profundum perinei","Deep perineal space","A09.5.03.001","2419","B","","Deep perineal space","Deep perineal pouch","Deep perineal space","Deep perineal pouch","Spatium profundum perinei","Saccus profundus perinei","","","","","","","","","","","","","","","",""
"124200","124199","Musculus transversus profundus perinei","Deep transverse perineal muscle","A09.5.03.004","2420","M","","Deep transverse perineal muscle","","Deep transverse perineal muscle","","Musculus transversus profundus perinei","Musculus transversus perinei profundus","","","","","","","","","","","","","","","",""
"124213","124199","Sphincter externus urethrae masculinae","Male external urethral sphincter","A09.4.02.016","2421","M","","Male external urethral sphincter","Male external urethral sphincter muscle; External sphincter of male urethra","Male external urethral sphincter","Male external urethral sphincter muscle; External sphincter of male urethra","Sphincter externus urethrae masculinae","Musculus sphincter urethrae externus","","","","","","","","","","","","","","","",""
"124221","124199","Sphincter externus urethrae femininae","Female external urethral sphincter","A09.2.03.006","2422","F","","Female external urethral sphincter","Female external urethral sphincter muscle; External sphincter of female urethra","Female external urethral sphincter","Female external urethral sphincter muscle; External sphincter of female urethra","Sphincter externus urethrae femininae","Musculus sphincter urethrae externus","","","","","","","","","","","","","","","",""
"124237","124199","Compressor urethrae","Compressor urethrae","A09.5.03.005","2423","F","","Compressor urethrae","Compressor urethrae muscle","Compressor urethrae","Compressor urethrae muscle","Compressor urethrae","Musculus compressor urethrae; Compressor urethrae femininae","","","","","","","","","","","","","","","",""
"124245","124199","Sphincter urethrovaginalis","Sphincter urethrovaginalis","A09.5.03.006","2424","F","","Sphincter urethrovaginalis","Sphincter urethrovaginalis muscle","Sphincter urethrovaginalis","Sphincter urethrovaginalis muscle","Sphincter urethrovaginalis","Musculus sphincter urethrovaginalis","","","","","","","","","","","","","","","",""
"124259","124136","Musculus regionis analis","Muscle of anal triangle","A09.5.00.003","2425","B","G","Muscle of anal triangle","Muscle of anal region","Muscle of anal triangle","Muscle of anal region","Musculus regionis analis","Musculus trigoni analis","","","","","","","","","","","","","","","",""
"124268","124259","Sphincter externus ani","External anal sphincter","","2426","B","","External anal sphincter","External anal sphincter muscle","External anal sphincter","External anal sphincter muscle","Sphincter externus ani","Musculus sphincter ani externus","","","","","","","","","","","","","","","",""
"124276","124268","Pars subcutanea sphincteris externi ani","Subcutaneous part of external anal sphincter","","2427","B","","Subcutaneous part of external anal sphincter","","Subcutaneous part of external anal sphincter","","Pars subcutanea sphincteris externi ani","","","","","","","","","","","","","","","","",""
"124284","124268","Pars superficialis sphincteris externi ani","Superficial part of external anal sphincter","","2428","B","","Superficial part of external anal sphincter","","Superficial part of external anal sphincter","","Pars superficialis sphincteris externi ani","","","","","","","","","","","","","","","","",""
"124292","124268","Pars profunda sphincteris externi ani","Deep part of external anal sphincter","","2429","B","","Deep part of external anal sphincter","","Deep part of external anal sphincter","","Pars profunda sphincteris externi ani","","","","","","","","","","","","","","","","",""
"124305","123967","Fasciae pelvis","Pelvic fascia","A04.5.03.001","2430","B","G","Pelvic fascia","","Pelvic fascia","","Fasciae pelvis","Fasciae pelvicae","","","","","","","","","","","","","","","",""
"124318","124305","Fascia parietalis pelvis","Parietal pelvic fascia","A04.5.03.007","2431","B","","Parietal pelvic fascia","","Parietal pelvic fascia","","Fascia parietalis pelvis","","","","","","","","","","","","","","","","",""
"124326","124318","Fascia obturatoria","Obturator fascia","A04.5.03.009","2432","B","","Obturator fascia","","Obturator fascia","","Fascia obturatoria","","","","","","","","","","","","","","","","",""
"124339","124326","Pars supradiaphragmatica fasciae obturatoriae","Supradiaphragmatic part of obturator fascia","","2433","B","","Supradiaphragmatic part of obturator fascia","","Supradiaphragmatic part of obturator fascia","","Pars supradiaphragmatica fasciae obturatoriae","","","","","","","","","","","","","","","","",""
"124347","124326","Arcus tendineus levatoris ani","Tendinous arch of levator ani","A04.5.04.009","2434","B","","Tendinous arch of levator ani","Tendinous arch of levator ani muscle","Tendinous arch of levator ani","Tendinous arch of levator ani muscle","Arcus tendineus levatoris ani","","","","","","","","","","","","","","","","",""
"124352","124326","Pars infradiaphragmatica fasciae obturatoriae","Infradiaphragmatic part of obturator fascia","","2435","B","","Infradiaphragmatic part of obturator fascia","","Infradiaphragmatic part of obturator fascia","","Pars infradiaphragmatica fasciae obturatoriae","","","","","","","","","","","","","","","","",""
"124360","124326","Canalis pudendalis","Pudendal canal","A09.5.04.003","2436","B","","Pudendal canal","","Pudendal canal","","Canalis pudendalis","","","","","","","","","","","","","","","","",""
"124371","124318","Fascia musculi piriformis","Piriformis fascia","A04.5.03.011","2437","B","","Piriformis fascia","","Piriformis fascia","","Fascia musculi piriformis","","","","","","","","","","","","","","","","",""
"124383","124318","Fascia superior diaphragmatis pelvis","Superior fascia of pelvic diaphragm","A04.5.03.012","2438","B","","Superior fascia of pelvic diaphragm","","Superior fascia of pelvic diaphragm","","Fascia superior diaphragmatis pelvis","","","","","","","","","","","","","","","","",""
"124394","124383","Arcus tendineus fasciae pelvis","Tendinous arch of pelvic fascia","A04.5.03.010","2439","B","","Tendinous arch of pelvic fascia","","Tendinous arch of pelvic fascia","","Arcus tendineus fasciae pelvis","","","","","","","","","","","","","","","","",""
"124409","124318","Fascia inferior diaphragmatis pelvis","Inferior fascia of pelvic diaphragm","A04.5.03.020","2440","B","","Inferior fascia of pelvic diaphragm","","Inferior fascia of pelvic diaphragm","","Fascia inferior diaphragmatis pelvis","","","","","","","","","","","","","","","","",""
"124414","124318","Fascia presacralis","Presacral fascia","A04.5.03.018","2441","B","","Presacral fascia","","Presacral fascia","","Fascia presacralis","Fascia praesacralis","","","","","","","","","","","","","","","",""
"124423","124318","Fascia rectosacralis","Rectosacral fascia","A04.5.03.019","2442","B","","Rectosacral fascia","","Rectosacral fascia","","Fascia rectosacralis","","","","","","","","","","","","","","","","",""
"124438","124305","Fascia perinei","Perineal fascia","A09.5.02.002","2443","B","","Perineal fascia","Superficial investing fascia of perineum; Deep perineal fascia","Perineal fascia","Superficial investing fascia of perineum; Deep perineal fascia","Fascia perinei","Fascia investiens superficialis perinei","","","","","","","","","","","","","","","",""
"124446","124305","Membrana perinei","Perineal membrane","A09.5.03.002","2444","B","","Perineal membrane","","Perineal membrane","","Membrana perinei","","","","","","","","","","","","","","","","",""
"124451","124446","Ligamentum transversum perinei","Transverse perineal ligament","A09.5.03.003","2445","B","","Transverse perineal ligament","","Transverse perineal ligament","","Ligamentum transversum perinei","","","","","","","","","","","","","","","","",""
"124467","124305","Fossa ischioanalis","Ischioanal fossa","A09.5.04.001","2446","B","","Ischioanal fossa","Ischiorectal fossa","Ischio-anal fossa","Ischiorectal fossa","Fossa ischioanalis","Fossa ischiorectalis","","","","","","","","","","","","","","","",""
"124472","124467","Corpus adiposum fossae ischioanalis","Fat body of ischioanal fossa","A09.5.04.002","2447","B","","Fat body of ischioanal fossa","","Fat body of ischio-anal fossa","","Corpus adiposum fossae ischioanalis","","","","","","","","","","","","","","","","",""
"124480","124467","Recessus anterior fossae ischioanalis","Anterior recess of ischioanal fossa","","2448","B","","Anterior recess of ischioanal fossa","","Anterior recess of ischio-anal fossa","","Recessus anterior fossae ischioanalis","","","","","","","","","","","","","","","","",""
"124495","119745","Systema musculare membri superioris","Muscular system of upper limb","","2449","B","G","Muscular system of upper limb","","Muscular system of upper limb","","Systema musculare membri superioris","","","","","","","","","","","","","","","","",""
"124508","124495","Musculi membri superioris","Muscles of upper limb","A04.6.00.001","2450","B","G","Muscles of upper limb","","Muscles of upper limb","","Musculi membri superioris","","","","","","","","","","","","","","","","",""
"124519","124495","Musculi scapulohumerales","Scapulohumeral muscles","","2451","B","G","Scapulohumeral muscles","","Scapulohumeral muscles","","Musculi scapulohumerales","","","","","","","","","","","","","","","","",""
"124524","124519","Musculus deltoideus","Deltoid muscle","A04.6.02.002","2452","B","","Deltoid muscle","","Deltoid muscle","","Musculus deltoideus","","","","","","","","","","","","","","","","",""
"124535","124524","Pars clavicularis musculi deltoidei","Clavicular part of deltoid muscle","A04.6.02.003","2453","B","","Clavicular part of deltoid muscle","","Clavicular part of deltoid muscle","","Pars clavicularis musculi deltoidei","","","","","","","","","","","","","","","","",""
"124543","124524","Pars acromialis musculi deltoidei","Acromial part of deltoid muscle","A04.6.02.004","2454","B","","Acromial part of deltoid muscle","","Acromial part of deltoid muscle","","Pars acromialis musculi deltoidei","","","","","","","","","","","","","","","","",""
"124556","124524","Pars spinalis scapularis musculi deltoidei","Scapular spinal part of deltoid muscle","A04.6.02.005","2455","B","","Scapular spinal part of deltoid muscle","Spinal part of deltoid muscle","Scapular spinal part of deltoid muscle","Spinal part of deltoid muscle","Pars spinalis scapularis musculi deltoidei","Pars spinalis musculi deltoidei","","","","","","","","","","","","","","","",""
"124562","124519","Musculi cuffiae musculotendineae","Rotator cuff muscles","","2456","B","","Rotator cuff muscles","","Rotator cuff muscles","","Musculi cuffiae musculotendineae","Musculi manicae rotatoriae","","","","","","","","","","","","","","","",""
"124570","124562","Musculus supraspinatus","Supraspinatus muscle","A04.6.02.006","2457","B","","Supraspinatus muscle","","Supraspinatus muscle","","Musculus supraspinatus","","","","","","","","","","","","","","","","",""
"124581","124562","Musculus infraspinatus","Infraspinatus muscle","A04.6.02.008","2458","B","","Infraspinatus muscle","","Infraspinatus muscle","","Musculus infraspinatus","","","","","","","","","","","","","","","","",""
"124597","124562","Musculus teres minor","Teres minor muscle","A04.6.02.010","2459","B","","Teres minor muscle","","Teres minor muscle","","Musculus teres minor","","","","","","","","","","","","","","","","",""
"124607","124562","Musculus subscapularis","Subscapularis muscle","A04.6.02.012","2460","B","","Subscapularis muscle","","Subscapularis muscle","","Musculus subscapularis","","","","","","","","","","","","","","","","",""
"124610","124562","Cuffia musculotendinea","Musculotendinous cuff","","2461","B","","Musculotendinous cuff","Rotator cuff","Musculotendinous cuff","Rotator cuff","Cuffia musculotendinea","Manica rotatoria","","","","","","","","","","","","","","","",""
"124629","124519","Musculus teres major","Teres major muscle","A04.6.02.011","2462","B","","Teres major muscle","","Teres major muscle","","Musculus teres major","","","","","","","","","","","","","","","","",""
"124632","124495","Compartimentum anterius brachii","Anterior compartment of arm","A04.6.01.002","2463","B","G","Anterior compartment of arm","Flexor compartment of arm","Anterior compartment of arm","Flexor compartment of arm","Compartimentum anterius brachii","Compartimentum flexorium brachii","","","","","","","","","","","","","","","",""
"124641","124632","Musculus biceps brachii","Biceps brachii muscle","A04.6.02.013","2464","B","","Biceps brachii muscle","","Biceps brachii muscle","","Musculus biceps brachii","","","","","","","","","","","","","","","","",""
"124655","124641","Caput longum musculi bicipitis brachii","Long head of biceps brachii","A04.6.02.014","2465","B","","Long head of biceps brachii","","Long head of biceps brachii","","Caput longum musculi bicipitis brachii","","","","","","","","","","","","","","","","",""
"124664","124641","Caput breve musculi bicipitis brachii","Short head of biceps brachii","A04.6.02.015","2466","B","","Short head of biceps brachii","","Short head of biceps brachii","","Caput breve musculi bicipitis brachii","","","","","","","","","","","","","","","","",""
"124678","124641","Aponeurosis bicipitalis","Bicipital aponeurosis","A04.6.02.016","2467","B","","Bicipital aponeurosis","","Bicipital aponeurosis","","Aponeurosis bicipitalis","Aponeurosis musculi bicipitis brachii","","","","","","","","","","","","","","","",""
"124686","124632","Musculus coracobrachialis","Coracobrachialis muscle","A04.6.02.017","2468","B","","Coracobrachialis muscle","","Coracobrachialis muscle","","Musculus coracobrachialis","","","","","","","","","","","","","","","","",""
"124693","124632","Musculus brachialis","Brachialis muscle","A04.6.02.018","2469","B","","Brachialis muscle","","Brachialis muscle","","Musculus brachialis","","","","","","","","","","","","","","","","",""
"124701","124495","Compartimentum posterius brachii","Posterior compartment of arm","A04.6.01.003","2470","B","G","Posterior compartment of arm","Extensor compartment of arm","Posterior compartment of arm","Extensor compartment of arm","Compartimentum posterius brachii","Compartimentum extensorium brachii","","","","","","","","","","","","","","","",""
"124717","124701","Musculus triceps brachii","Triceps brachii muscle","A04.6.02.019","2471","B","","Triceps brachii muscle","","Triceps brachii muscle","","Musculus triceps brachii","","","","","","","","","","","","","","","","",""
"124725","124717","Caput longum musculi tricipitis brachii","Long head of triceps brachii","A04.6.02.020","2472","B","","Long head of triceps brachii","","Long head of triceps brachii","","Caput longum musculi tricipitis brachii","","","","","","","","","","","","","","","","",""
"124730","124717","Caput laterale musculi tricipitis brachii","Lateral head of triceps brachii","A04.6.02.021","2473","B","","Lateral head of triceps brachii","","Lateral head of triceps brachii","","Caput laterale musculi tricipitis brachii","","","","","","","","","","","","","","","","",""
"124749","124717","Caput mediale musculi tricipitis brachii","Medial head of triceps brachii","A04.6.02.022","2474","B","","Medial head of triceps brachii","Deep head of triceps brachii","Medial head of triceps brachii","Deep head of triceps brachii","Caput mediale musculi tricipitis brachii","Caput profundum musculi tricipitis brachii","","","","","","","","","","","","","","","",""
"124758","124701","Musculus articularis cubiti","Articularis cubiti muscle","A04.6.02.024","2475","B","","Articularis cubiti muscle","Subanconeus muscle","Articularis cubiti muscle","Subanconeus muscle","Musculus articularis cubiti","Musculus subanconeus","","","","","","","","","","","","","","","",""
"124763","124495","Compartimentum anterius antebrachii","Anterior compartment of forearm","A04.6.01.004","2476","B","G","Anterior compartment of forearm","Flexor compartment of forearm","Anterior compartment of forearm","Flexor compartment of forearm","Compartimentum anterius antebrachii","Compartimentum flexorium antebrachii","","","","","","","","","","","","","","","",""
"124774","124763","Pars superficialis compartimenti anterioris antebrachii","Superficial part of anterior compartment of forearm","A04.6.01.005","2477","B","G","Superficial part of anterior compartment of forearm","","Superficial part of anterior compartment of forearm","","Pars superficialis compartimenti anterioris antebrachii","","","","","","","","","","","","","","","","",""
"124782","124774","Pronator teres","Pronator teres","A04.6.02.025","2478","B","","Pronator teres","Pronator teres muscle","Pronator teres","Pronator teres muscle","Pronator teres","Musculus pronator teres","","","","","","","","","","","","","","","",""
"124796","124782","Caput superficiale pronatoris teretis","Superficial head of pronator teres","A04.6.02.026","2479","B","","Superficial head of pronator teres","Humeral head of pronator teres","Superficial head of pronator teres","Humeral head of pronator teres","Caput superficiale pronatoris teretis","Caput humerale pronatoris teretis","","","","","","","","","","","","","","","",""
