#"Status","Id","Translation","Synonyms"
"T","106141","Infratemporal crest",""
"T","106155","Maxillary surface of greater wing",""
"T","106164","Orbital surface of greater wing",""
"T","106178","Zygomatic margin of greater wing",""
"T","106186","Frontal margin of greater wing",""
"T","106193","Parietal margin of greater wing",""
"T","106204","Squamosal margin of greater wing",""
"T","106212","Foramen rotundum",""
"T","106220","Foramen ovale",""
"T","106236","Sphenoidal emissary foramen",""
"T","106248","Foramen spinosum",""
"T","106257","Foramen petrosum",""
"T","106261","Spine of sphenoid bone",""
"T","106273","Sulcus of auditory tube",""
"T","106285","Pterygoid process",""
"T","106299","Lateral pterygoid plate","Lateral plate of pterygoid process"
"T","106301","Medial pterygoid plate","Medial plate of pterygoid process"
"T","106317","Pterygoid notch",""
"T","106325","Pterygoid fossa",""
"T","106330","Scaphoid fossa",""
"T","106349","Vaginal process of sphenoid bone",""
"T","106358","Palatovaginal groove",""
"T","106363","Vomerovaginal groove",""
"T","106374","Pterygoid hamulus",""
"T","106382","Groove of pterygoid hamulus",""
"T","106396","Pterygoid canal",""
"T","106400","Pterygospinous process",""
"T","106413","Temporal bone",""
"T","106421","Petrous part of temporal bone",""
"T","106437","Occipital margin of temporal bone",""
"T","106445","Mastoid process",""
"T","106459","Mastoid antrum",""
"T","106468","Mastoid cells",""
"T","106476","Mastoid notch",""
"T","106484","Groove for occipital artery","Occipital groove"
"T","106492","Mastoid foramen","Mastoid emissary foramen"
"T","106506","Apex of petrous part",""
"T","106511","Carotid canal",""
"T","106522","External opening of carotid canal",""
"T","106533","Internal opening of carotid canal",""
"T","106540","Caroticotympanic canaliculi",""
"T","106554","Musculotubal canal",""
"T","106565","Semicanal for tensor tympani","Semicanal for tensor tympani muscle; Canal for tensor tympani"
"T","106579","Semicanal for auditory tube","Canal for auditory tube; Bony auditory tube"
"T","106587","Septum of musculotubal canal",""
"T","106598","Anterior surface of petrous part",""
"T","106603","Tegmen tympani",""
"T","106616","Arcuate eminence",""
"T","106627","Hiatus for greater petrosal nerve","Facial hiatus"
"T","106634","Groove for greater petrosal nerve",""
"T","106642","Hiatus for lesser petrosal nerve",""
"T","106650","Groove for lesser petrosal nerve",""
"T","106669","Trigeminal impression",""
"T","106675","Petrous ridge","Superior border of petrous part"
"T","106688","Groove for superior petrosal sinus",""
"T","106691","Posterior surface of petrous part",""
"T","106702","Internal acoustic opening",""
"T","106715","Internal acoustic meatus","Internal auditory canal"
"T","106728","Subarcuate fossa",""
"T","106731","Vestibular canaliculus",""
"T","106744","Opening of vestibular canaliculus",""
"T","106753","Posterior border of petrous part",""
"T","106766","Jugular notch of temporal bone",""
"T","106777","Inferior surface of petrous part",""
"T","106789","Jugular fossa",""
"T","106790","Cochlear canaliculus","Cochlear aqueduct"
"T","106808","Opening of cochlear canaliculus","Opening of cochlear aqueduct"
"T","106819","Mastoid canaliculus",""
"T","106824","Intrajugular process of temporal bone",""
"T","106835","Styloid process of temporal bone",""
"T","106843","Stylomastoid foramen",""
"T","106856","Inferior tympanic canaliculus","Tympanic canaliculus"
"T","106862","Petrosal fossula",""
"T","106870","Bony tympanic cavity",""
"T","106881","Facial canal",""
"T","106897","Geniculum of facial canal","Genu of facial canal"
"T","106909","Posterior tympanic canaliculus","Canaliculus for chorda tympani"
"T","106914","Anterior tympanic canaliculus",""
"T","106923","Bony labyrinth",""
"T","106938","Tympanic part of temporal bone",""
"T","106946","Tympanic ring",""
"T","106951","Bony external acoustic opening","Bony external auditory opening"
"T","106967","Bony external acoustic meatus","Bony external auditory canal"
"T","106972","Greater tympanic spine",""
"T","106980","Lesser tympanic spine",""
"T","106995","Tympanic sulcus",""
"T","107002","Tympanic notch",""
"T","107015","Sheath of styloid process",""
"T","107028","Squamous part of temporal bone",""
"T","107031","Parietal border of temporal bone",""
"T","107044","Parietal notch",""
"T","107053","Sphenoidal margin of temporal bone",""
"T","107066","Temporal surface of temporal bone",""
"T","107077","Groove for middle temporal artery",""
"T","107089","Zygomatic process of temporal bone",""
"T","107090","Supramastoid crest",""
"T","107106","Suprameatal fovea",""
"T","107111","Suprameatal spine",""
"T","107122","Mandibular fossa",""
"T","107133","Articular surface of mandibular fossa",""
"T","107140","Articular tubercle",""
"T","107154","Articular eminence",""
"T","107165","Cerebral surface of squamous part of temporal bone",""
"T","107179","Petrotympanic fissure",""
"T","107187","Petrosquamous fissure",""
"T","107198","Tympanosquamous fissure","Squamotympanic fissure"
"T","107201","Tympanomastoid fissure",""
"T","107217","Ethmoid bone","Ethmoid; Ethmoidal bone"
"T","107225","Cribriform plate",""
