#"Status","Id","Translation","Synonyms"
"T","106110","Facies cerebralis alae majoris",""
"T","106129","Facies temporalis alae majoris",""
"T","106132","Facies infratemporalis alae majoris",""
"T","106141","Crista infratemporalis",""
"T","106155","Facies maxillaris alae majoris",""
"T","106164","Facies orbitalis alae majoris",""
"T","106178","Margo zygomaticus alae majoris",""
"T","106186","Margo frontalis alae majoris",""
"T","106193","Margo parietalis alae majoris",""
"T","106204","Margo squamosus alae majoris",""
"T","106212","Foramen rotundum",""
"T","106220","Foramen ovale",""
"T","106236","Foramen venosum",""
"T","106248","Foramen spinosum",""
"T","106257","Foramen petrosum",""
"T","106261","Spina ossis sphenoidei","Spina ossis sphenoidalis"
"T","106273","Sulcus tubae auditivae","Sulcus tubae auditoriae"
"T","106285","Processus pterygoideus",""
"T","106299","Lamina lateralis processus pterygoidei",""
"T","106301","Lamina medialis processus pterygoidei",""
"T","106317","Incisura pterygoidea",""
"T","106325","Fossa pterygoidea",""
"T","106330","Fossa scaphoidea",""
"T","106349","Processus vaginalis ossis sphenoidei",""
"T","106358","Sulcus palatovaginalis",""
"T","106363","Sulcus vomerovaginalis",""
"T","106374","Hamulus pterygoideus",""
"T","106382","Sulcus hamuli pterygoidei",""
"T","106396","Canalis pterygoideus",""
"T","106400","Processus pterygospinosus",""
"T","106413","Os temporale",""
"T","106421","Pars petrosa ossis temporalis",""
"T","106437","Margo occipitalis ossis temporalis",""
"T","106445","Processus mastoideus",""
"T","106459","Antrum mastoideum",""
"T","106468","Cellulae mastoideae",""
"T","106476","Incisura mastoidea",""
"T","106484","Sulcus arteriae occipitalis",""
"T","106492","Foramen mastoideum",""
"T","106506","Apex partis petrosae",""
"T","106511","Canalis carotidis","Canalis caroticus"
"T","106522","Apertura externa canalis carotidis","Apertura externa canalis carotici"
"T","106533","Apertura interna canalis carotidis","Apertura interna canalis carotici"
"T","106540","Canaliculi caroticotympanici",""
"T","106554","Canalis musculotubarius",""
"T","106565","Semicanalis tensoris tympani","Semicanalis musculi tensoris tympani"
"T","106579","Semicanalis tubae auditivae","Semicanalis tubae auditoriae"
"T","106587","Septum canalis musculotubarii",""
"T","106598","Facies anterior partis petrosae",""
"T","106603","Tegmen tympani",""
"T","106616","Eminentia arcuata",""
"T","106627","Hiatus canalis nervi petrosi majoris",""
"T","106634","Sulcus nervi petrosi majoris",""
"T","106642","Hiatus canalis nervi petrosi minoris",""
"T","106650","Sulcus nervi petrosi minoris",""
"T","106669","Impressio trigeminalis",""
"T","106675","Crista petrosa","Margo superior partis petrosae"
"T","106688","Sulcus sinus petrosi superioris",""
"T","106691","Facies posterior partis petrosae",""
"T","106702","Porus acusticus internus",""
"T","106715","Meatus acusticus internus",""
"T","106728","Fossa subarcuata",""
"T","106731","Canaliculus vestibuli",""
"T","106744","Apertura canaliculi vestibuli","Apertura externa canaliculi vestibuli"
"T","106753","Margo posterior partis petrosae",""
"T","106766","Incisura jugularis ossis temporalis",""
"T","106777","Facies inferior partis petrosae",""
"T","106789","Fossa jugularis",""
"T","106790","Canaliculus cochleae","Aquaeductus cochleae"
"T","106808","Apertura canaliculi cochleae","Apertura externa aquaeductus cochleae"
"T","106819","Canaliculus mastoideus",""
"T","106824","Processus intrajugularis ossis temporalis",""
